3861 274 -1550; 103 0 -26
4228 -729 -390; -495 1060 -4729
4464 -548 -84; -605 1173 -4970
4664 -277 62; -676 1292 -5191
4943 -5 36; -730 1415 -5393
5357 496 -203; -785 1541 -5583
5532 965 -164; -879 1663 -5737
5513 865 29; -1109 1803 -5868
5393 779 87; -1346 1942 -5982
5449 979 162; -1426 2091 -6053
5404 1440 326; -1429 2259 -6096
5350 1576 393; -1574 2422 -6106
5336 1341 86; -1766 2584 -6081
5406 1410 -134; -1813 2745 -6009
5291 1523 -239; -1842 2890 -5920
5069 1353 -197; -1898 3024 -5825
5011 1577 69; -1770 3129 -5697
4630 2041 298; -1580 3209 -5545
4440 2216 497; -1560 3260 -5398
4340 2104 162; -1607 3293 -5258
4148 2747 445; -1490 3297 -5074
3784 2957 308; -1515 3263 -4886
3619 2707 328; -1657 3218 -4721
3239 2753 409; -1646 3148 -4510
2745 2668 596; -1537 3051 -4276
2348 2688 760; -1398 2928 -4040
1824 2542 740; -1266 2783 -3784
1378 2637 816; -1104 2602 -3497
1095 2838 864; -917 2391 -3213
759 2922 1040; -776 2179 -2919
263 2691 994; -719 1941 -2589
-97 2386 928; -629 1676 -2244
-456 2367 1106; -421 1410 -1871
-698 2659 1175; -229 1123 -1476
-759 2418 1218; -198 818 -1074
-807 2209 1071; -148 523 -648
-683 2248 1122; 55 212 -207
-620 2330 1069; 297 -98 228
-482 2640 1146; 529 -398 679
-171 2734 1139; 729 -700 1101
141 3021 1163; 900 -981 1515
584 3110 1224; 1028 -1249 1912
949 3135 1094; 1100 -1501 2276
1391 3084 1034; 1189 -1729 2640
1918 3022 977; 1306 -1946 2970
2281 3133 918; 1398 -2152 3290
2736 3310 919; 1414 -2329 3600
3201 3262 743; 1360 -2457 3859
3596 3367 673; 1343 -2574 4110
3959 3285 634; 1429 -2702 4336
4384 3148 535; 1506 -2806 4526
4674 3308 571; 1576 -2890 4721
4899 2964 453; 1553 -2955 4886
5205 2558 328; 1493 -2992 5037
5303 2269 291; 1517 -3027 5195
5540 1996 194; 1570 -3037 5331
5540 1780 106; 1600 -3019 5478
5617 1407 97; 1640 -2989 5616
5714 1342 -231; 1703 -2938 5740
5813 1061 -159; 1791 -2870 5863
5900 801 -219; 1880 -2781 5973
6076 911 -114; 2003 -2665 6069
6024 1063 -18; 2104 -2534 6143
6064 1300 -23; 2090 -2370 6192
5989 1000 152; 2014 -2213 6196
5855 972 408; 1912 -2031 6171
5571 1222 483; 1751 -1857 6120
5443 1050 272; 1456 -1692 6019
5143 706 344; 1197 -1527 5884
4845 518 303; 991 -1370 5718
4650 552 210; 864 -1231 5512
4419 211 -70; 653 -1087 5269
3986 -15 17; 452 -947 5008
3602 -297 -292; 257 -838 4700
3304 -528 -472; 98 -737 4372
2970 -999 -841; -30 -631 4023
2698 -1258 -1051; -103 -546 3647
2466 -1405 -1311; -127 -473 3264
2067 -1781 -1501; -171 -390 2853
1786 -1760 -1397; -155 -318 2446
1489 -2106 -1474; -188 -255 2009
1142 -2356 -1261; -214 -172 1580
956 -2395 -1124; -147 -99 1146
957 -2267 -977; -80 -18 696
971 -2105 -1008; -66 69 255
1174 -2059 -1096; -126 145 -203
1348 -1970 -1337; -220 217 -653
1563 -2113 -1401; -317 283 -1092
1849 -2272 -1624; -449 342 -1529
2186 -2412 -1779; -550 399 -1947
2485 -2502 -1867; -603 465 -2338
2690 -2657 -1723; -582 533 -2713
2979 -2514 -1547; -458 594 -3064
3254 -2479 -1463; -304 657 -3402
3417 -1869 -1171; -104 725 -3718
3871 -1195 -1215; -25 790 -4035
3929 -1046 -784; -199 857 -4345
3974 -1007 -297; -431 956 -4617
4342 -889 -207; -604 1057 -4897
4654 -419 45; -695 1187 -5138
4895 -317 217; -784 1341 -5367
5140 -53 343; -849 1484 -5572
5476 413 324; -862 1624 -5760
5724 900 222; -939 1771 -5946
5870 1322 362; -1078 1903 -6102
5813 1411 445; -1319 2036 -6239
5773 1391 417; -1583 2187 -6351
5828 1479 280; -1785 2334 -6433
5786 1508 -29; -1935 2507 -6472
5722 1411 99; -2016 2671 -6479
5588 1552 -112; -2005 2825 -6461
5549 1800 11; -1923 2972 -6420
5623 2245 -223; -1908 3091 -6360
5631 2364 -198; -1992 3200 -6283
5261 2498 -67; -2188 3285 -6159
5022 2056 -235; -2414 3371 -6017
4843 1607 -368; -2441 3458 -5846
4505 1387 -370; -2193 3505 -5617
4013 1612 -415; -1844 3513 -5363
3416 2153 15; -1544 3463 -5090
3034 2143 -129; -1560 3378 -4806
2749 1803 -128; -1613 3257 -4502
2090 1803 56; -1448 3115 -4142
1395 1579 120; -1208 2942 -3761
853 1415 346; -899 2717 -3370
97 1753 625; -524 2467 -2934
-319 1745 819; -257 2188 -2497
-626 1912 1033; -87 1885 -2047
-866 2073 1193; 35 1576 -1571
-951 2177 1124; 101 1249 -1101
-1073 2286 1193; 179 921 -614
-1141 2372 1073; 350 595 -132
-971 2761 1337; 612 255 335
-766 3342 1451; 849 -70 799
-378 3654 1487; 964 -384 1232
66 3934 1401; 1034 -693 1643
589 4181 1532; 1120 -984 2026
1101 4356 1457; 1172 -1260 2378
1561 4313 1481; 1180 -1525 2713
1987 4200 1428; 1216 -1767 3023
2404 4134 1413; 1305 -1993 3308
2761 4189 1549; 1399 -2200 3590
3023 4126 1510; 1421 -2372 3845
3377 3952 1480; 1397 -2527 4078
3660 3850 1457; 1414 -2659 4305
4014 3771 1368; 1460 -2764 4508
4285 3798 1438; 1472 -2859 4694
4519 3692 1259; 1417 -2930 4876
4768 3238 1094; 1332 -2984 5024
5035 3181 827; 1327 -3029 5171
5327 2922 817; 1378 -3055 5311
5474 2549 544; 1398 -3053 5429
5620 2299 584; 1469 -3044 5556
5639 1996 476; 1569 -3003 5681
5606 1559 360; 1644 -2941 5792
5626 1418 358; 1766 -2868 5914
5666 1427 130; 1843 -2767 6011
5814 1551 66; 1838 -2653 6080
5799 1571 -70; 1815 -2533 6136
5942 1712 -99; 1786 -2403 6163
5624 1175 -287; 1691 -2267 6156
5358 1050 -108; 1705 -2133 6147
5194 770 -283; 1737 -1990 6095
5070 952 -209; 1731 -1834 6023
4795 656 -91; 1610 -1670 5941
4515 594 -137; 1418 -1510 5818
4239 731 -274; 1197 -1373 5667
4065 296 -236; 897 -1242 5465
3659 17 -397; 616 -1127 5247
3437 -32 -474; 489 -1032 5007
3077 -134 -755; 373 -932 4745
2708 -578 -903; 217 -844 4454
2361 -842 -1026; 106 -765 4146
2058 -1095 -1139; 24 -693 3827
1772 -1298 -1264; -65 -620 3500
1514 -1628 -1378; -169 -544 3149
1198 -1606 -1385; -216 -467 2803
928 -1880 -1446; -250 -387 2451
747 -1966 -1467; -295 -305 2084
531 -2037 -1365; -335 -224 1718
404 -2289 -1362; -407 -143 1346
318 -2411 -1381; -457 -62 981
367 -2497 -1616; -488 14 614
510 -2595 -1689; -501 89 260
631 -2620 -1926; -521 165 -80
810 -2926 -2074; -593 234 -422
973 -3028 -2235; -612 297 -743
1100 -3218 -2207; -584 344 -1045
1274 -3202 -2180; -565 403 -1336
1416 -3017 -2014; -569 464 -1610
1541 -3009 -1838; -633 530 -1881
1710 -2952 -1682; -686 597 -2140
1963 -2671 -1805; -688 665 -2386
2030 -2584 -1866; -641 744 -2634
2226 -2379 -1651; -592 824 -2871
2533 -2474 -1710; -623 911 -3095
2810 -2347 -1567; -609 993 -3281
3021 -2316 -1461; -636 1097 -3500
3224 -1824 -1222; -703 1191 -3665
3549 -1897 -1080; -806 1314 -3825
3751 -1868 -906; -897 1437 -3979
4007 -1625 -758; -861 1560 -4109
4218 -1258 -753; -818 1691 -4244
4476 -803 -972; -809 1798 -4369
4724 -488 -941; -836 1895 -4487
4864 -564 -978; -958 1993 -4592
5048 -491 -876; -1019 2069 -4681
5182 -389 -877; -1023 2149 -4753
5265 -266 -742; -1060 2232 -4807
5274 -48 -473; -1063 2303 -4844
5329 95 -326; -1071 2370 -4873
5325 235 -210; -1062 2433 -4894
5274 660 -162; -941 2487 -4903
5292 924 -267; -876 2521 -4914
5371 1147 -426; -867 2538 -4916
5421 1333 -507; -893 2537 -4910
5262 1500 -414; -951 2526 -4899
4959 1219 -208; -1036 2519 -4865
4705 1155 -105; -1046 2489 -4811
4620 1222 -172; -963 2465 -4743
4427 1303 -204; -840 2422 -4663
4250 1757 -122; -733 2343 -4546
3970 1860 -47; -716 2272 -4428
3565 1760 39; -756 2189 -4302
3332 1778 69; -757 2087 -4146
2905 1834 177; -681 1991 -3957
2512 1906 374; -601 1892 -3753
2247 1786 383; -574 1780 -3537
2027 1601 365; -524 1667 -3291
1811 1866 397; -366 1545 -3014
1522 2030 495; -238 1420 -2733
1175 2323 618; -159 1298 -2431
983 2387 740; -118 1165 -2128
972 2422 614; -80 1031 -1833
972 2600 651; 25 898 -1517
996 2746 585; 178 758 -1214
1030 2927 577; 324 619 -919
1035 3234 690; 468 474 -623
1031 3287 701; 557 338 -358
1056 3505 758; 630 204 -101
1147 3738 867; 708 82 144
1281 3766 823; 728 -31 357
1460 3912 873; 756 -150 572
1701 3841 900; 797 -265 758
1807 3949 888; 818 -370 935
1933 3967 956; 840 -472 1106
2135 3890 890; 842 -563 1250
2258 3993 929; 855 -649 1392
2349 4033 946; 854 -727 1519
2410 4012 912; 825 -801 1629
2476 4032 934; 802 -869 1739
2593 3848 1006; 768 -930 1833
2656 3649 946; 740 -978 1923
2721 3430 964; 760 -1023 2017
2848 3229 890; 817 -1057 2102
2919 3212 836; 880 -1083 2194
2978 3077 706; 906 -1106 2282
3082 3018 592; 919 -1117 2361
3138 3144 594; 964 -1135 2439
3294 3356 468; 963 -1149 2498
3430 3396 413; 889 -1162 2547
3511 3227 354; 789 -1172 2585
3577 3009 290; 748 -1182 2612
3630 2860 187; 762 -1187 2636
3768 2891 176; 792 -1185 2657
3886 2636 25; 746 -1176 2656
3857 2543 65; 712 -1166 2666
3846 2655 133; 729 -1158 2667
3920 2528 173; 661 -1134 2636
3957 2423 173; 527 -1106 2607
4010 2331 236; 453 -1076 2567
4014 2264 155; 420 -1041 2508
4044 2220 133; 375 -1001 2447
4075 1943 23; 316 -960 2368
4110 1837 50; 288 -918 2282
4154 1754 56; 263 -874 2195
4124 1599 -1; 210 -827 2097
4090 1389 28; 157 -781 1989
4105 1438 38; 152 -735 1881
4072 1504 -22; 122 -682 1761
4110 1423 -82; 25 -632 1633
4059 1288 -136; -82 -582 1506
4055 1140 -146; -148 -529 1377
4063 1023 -207; -194 -476 1247
4049 952 -220; -217 -419 1127
4031 799 -272; -263 -358 1008
3991 628 -348; -298 -300 896
3974 546 -459; -308 -238 795
3972 412 -575; -305 -176 701
3942 320 -619; -291 -116 621
3899 169 -653; -260 -55 551
3880 9 -668; -223 2 483
3924 59 -727; -168 54 427
3930 44 -724; -147 111 374
3894 -22 -701; -162 163 325
3875 -68 -641; -151 208 278
3911 -44 -669; -126 249 232
3985 -4 -734; -99 288 187
4040 23 -694; -72 321 143
4049 -52 -737; -62 347 99
4049 -214 -719; -55 365 56
4080 -161 -718; -5 373 22
4085 -236 -681; 30 382 -12
4027 -236 -644; 60 382 -41
4063 -107 -647; 104 371 -65
4052 -97 -644; 112 362 -91
4046 -98 -593; 91 348 -113
4091 -106 -521; 83 324 -135
4058 -141 -494; 66 306 -152
4066 -75 -414; 66 283 -162
4051 -90 -426; 48 255 -175
3978 -192 -361; 31 236 -177
3959 -225 -344; 51 211 -176
3968 -190 -338; 96 185 -172
3978 -159 -324; 132 159 -165
3979 -129 -330; 156 131 -156
4067 3 -357; 167 98 -147
4117 115 -361; 155 65 -138
4084 62 -320; 108 35 -129
4081 94 -301; 83 4 -120
4093 154 -259; 88 -28 -114
4035 97 -275; 81 -47 -101
4011 94 -236; 96 -72 -85
4038 143 -302; 130 -93 -74
4015 146 -252; 151 -104 -56
4021 132 -212; 164 -122 -40
4084 251 -217; 183 -135 -28
4078 338 -185; 174 -142 -14
4101 286 -231; 129 -150 -3
4085 304 -210; 103 -154 7
4069 272 -203; 96 -156 19
4046 266 -196; 89 -158 29
4049 279 -205; 91 -154 42
4090 260 -255; 101 -154 51
4155 295 -222; 118 -150 58
4169 360 -221; 134 -147 61
4210 367 -244; 123 -146 57
4197 381 -239; 101 -149 54
4141 275 -234; 68 -146 44
4102 281 -231; 48 -149 33
4132 272 -302; 38 -152 25
4120 239 -305; 19 -150 15
4113 220 -283; 10 -150 7
4149 206 -297; 8 -152 -6
4133 206 -282; 16 -150 -16
4118 227 -248; 32 -146 -21
4137 200 -287; 27 -143 -35
4142 220 -282; 17 -138 -44
4111 170 -282; 5 -134 -52
4117 186 -279; -1 -129 -65
4156 211 -320; -9 -127 -74
4134 164 -329; -28 -123 -83
4146 171 -293; -42 -120 -92
4149 154 -321; -50 -116 -102
4155 121 -302; -58 -111 -109
4141 69 -293; -56 -110 -117
4151 59 -311; -45 -104 -123
4157 62 -345; -29 -101 -129
4184 57 -348; -18 -98 -133
4168 65 -383; -19 -96 -138
4168 26 -361; -26 -93 -139
4161 37 -370; -35 -92 -139
4168 57 -370; -42 -87 -137
4186 17 -372; -46 -84 -133
4176 14 -425; -43 -77 -128
4185 36 -360; -21 -70 -122
4173 27 -372; -7 -63 -117
4181 30 -384; 2 -57 -112
4234 133 -426; 2 -51 -108
4212 117 -437; -20 -45 -104
4218 60 -409; -43 -40 -100
4204 82 -418; -44 -41 -98
4225 47 -427; -47 -36 -92
4171 -7 -402; -37 -28 -84
4176 -39 -437; -8 -25 -77
4167 -20 -401; 27 -21 -70
4194 9 -415; 54 -17 -62
4189 6 -413; 69 -16 -55
4176 37 -389; 78 -15 -50
4139 92 -349; 78 -18 -49
4067 80 -320; 48 -21 -52
3986 36 -279; 22 -27 -53
3961 21 -277; 16 -31 -59
3896 -9 -270; 33 -36 -65
3916 -11 -275; 63 -42 -69
3975 80 -310; 109 -55 -80
3968 118 -334; 134 -67 -93
4013 256 -379; 133 -82 -106
4017 210 -386; 96 -103 -127
3951 138 -356; 65 -121 -143
3988 131 -315; 64 -137 -161
4018 155 -328; 65 -152 -179
4012 151 -254; 71 -159 -188
4084 146 -259; 75 -170 -201
4151 174 -278; 78 -176 -211
4210 198 -268; 81 -177 -214
4300 214 -321; 55 -179 -221
4333 178 -294; 28 -177 -223
4354 159 -275; 18 -172 -219
4416 127 -256; 15 -167 -217
4452 85 -303; 19 -158 -210
4546 127 -282; 53 -146 -200
4636 159 -288; 76 -133 -190
4611 87 -351; 67 -116 -173
4615 26 -281; 78 -99 -157
4604 67 -236; 107 -83 -142
4572 119 -137; 131 -61 -123
4534 149 -120; 136 -39 -109
4566 259 -155; 120 -18 -96
4572 276 -156; 88 5 -84
4518 259 -165; 56 28 -79
4416 214 -140; 29 51 -72
4336 213 -194; 21 71 -68
4259 176 -223; 16 88 -61
4154 125 -293; 19 104 -53
4074 181 -362; 41 117 -46
3934 201 -392; 53 129 -40
3820 243 -451; 51 137 -34
3714 349 -482; 31 137 -33
3614 334 -595; -16 138 -34
3526 316 -610; -45 135 -36
3422 275 -637; -43 125 -41
3333 259 -640; -27 120 -43
3249 292 -616; -9 111 -45
3184 273 -624; 1 99 -49
3145 260 -624; 6 87 -56
3201 247 -605; 8 73 -62
3274 265 -615; 13 55 -70
3383 274 -627; 17 36 -79
3560 344 -724; 18 14 -92
3670 351 -653; 17 -10 -105
3753 289 -616; 8 -32 -119
3836 258 -545; 0 -59 -135
3906 249 -516; -2 -79 -145
3901 183 -498; -2 -94 -153
3942 78 -418; 7 -112 -158
3975 78 -407; 59 -123 -158
4073 116 -329; 112 -132 -157
4196 153 -290; 136 -141 -157
4297 216 -261; 142 -148 -155
4396 215 -247; 136 -151 -158
4464 251 -210; 125 -157 -160
4510 281 -212; 107 -162 -164
4527 236 -166; 87 -163 -169
4528 215 -92; 82 -161 -168
4553 182 -76; 81 -160 -171
4639 211 -72; 89 -155 -171
4655 200 -46; 94 -146 -166
4662 251 -46; 106 -137 -164
4671 305 -35; 109 -129 -161
4629 296 -49; 86 -118 -160
4619 309 -59; 61 -110 -160
4679 310 -137; 32 -104 -161
4614 319 -139; 14 -96 -159
4571 233 -125; -8 -88 -155
4533 268 -165; -11 -82 -152
4506 298 -194; 1 -73 -146
4434 285 -169; 8 -62 -139
4375 256 -145; 20 -50 -130
4325 246 -184; 24 -42 -123
4293 278 -250; 27 -29 -115
4195 301 -192; 36 -18 -104
4131 246 -165; 20 -3 -96
4095 281 -156; 7 7 -88
4092 272 -172; 3 21 -78
4107 261 -211; -7 33 -70
4112 285 -261; -7 44 -60
4150 250 -311; -3 54 -55
4147 266 -345; 9 59 -48
4146 304 -358; 22 65 -41
4149 315 -408; 16 68 -39
4138 334 -381; 15 69 -32
4093 276 -354; 10 71 -30
4083 295 -357; 3 72 -30
4090 320 -346; 10 72 -27
4073 301 -321; 9 75 -27
4076 309 -351; 12 77 -27
4068 278 -368; 17 77 -26
4106 294 -406; 20 74 -29
4109 324 -410; 21 70 -30
4095 246 -441; 14 65 -34
4119 270 -435; 26 56 -36
4131 305 -419; 46 50 -38
4109 285 -388; 43 46 -41
4069 295 -333; 49 39 -43
4051 309 -336; 55 35 -46
4001 314 -296; 61 34 -48
3950 271 -262; 63 34 -49
3909 247 -249; 69 36 -51
3943 294 -228; 87 37 -52
3956 325 -221; 95 39 -54
4001 329 -185; 90 39 -54
4036 349 -165; 82 40 -57
4091 317 -164; 74 41 -61
4114 355 -171; 69 41 -63
4121 299 -179; 64 40 -67
4133 309 -169; 69 39 -71
4135 313 -161; 81 35 -74
4204 321 -188; 81 33 -78
4186 308 -175; 76 28 -81
4169 283 -129; 73 27 -81
4182 291 -119; 70 22 -84
4211 336 -127; 70 19 -85
4142 276 -60; 58 20 -82
4116 234 -37; 47 22 -77
4117 236 -92; 45 24 -73
4177 226 -166; 45 28 -68
4164 196 -165; 53 31 -59
4162 177 -158; 64 34 -50
4155 189 -145; 75 35 -40
4149 167 -128; 87 38 -28
4117 158 -37; 108 45 -14
4113 193 -21; 121 49 -4
4123 248 -12; 110 54 4
4134 209 16; 81 56 12
4137 161 -18; 53 59 18
4195 176 -27; 61 58 24
4222 201 30; 74 58 29
4191 222 92; 75 55 33
4179 202 134; 60 53 35
4191 184 162; 38 50 37
4268 178 107; 28 44 37
4282 100 109; 21 41 39
4270 93 105; 29 34 40
4317 95 105; 36 25 43
4298 3 112; 26 19 47
4265 -9 123; 34 13 53
4250 -79 178; 45 6 57
4214 -91 251; 72 5 65
4163 -87 391; 114 5 73
4129 -91 448; 132 12 80
4121 -106 547; 139 18 89
4108 -196 615; 140 31 95
4117 -152 652; 137 42 101
4132 -190 667; 117 55 105
4111 -211 698; 92 64 110
4098 -159 728; 89 76 112
4107 -113 728; 72 84 109
4110 -121 723; 42 91 107
4085 -215 692; 15 97 102
4087 -280 686; 13 99 95
4078 -364 648; 41 98 90
4109 -378 655; 79 95 88
4149 -377 605; 103 87 82
4176 -334 582; 112 78 75
4114 -325 598; 109 63 68
4097 -297 606; 103 50 58
4079 -231 668; 105 33 43
4019 -272 726; 100 21 28
3961 -317 807; 97 9 13
3967 -355 790; 106 0 -2
3984 -411 848; 119 -5 -16
3957 -451 899; 134 -9 -26
3928 -512 980; 143 -12 -36
3921 -401 1050; 166 -11 -46
3956 -311 1263; 184 -6 -57
3884 -337 1533; 167 10 -65
3794 -391 1765; 142 28 -74
3791 -447 1788; 110 49 -84
3733 -468 1731; 81 75 -83
3733 -520 1697; 56 100 -82
3699 -574 1615; 21 119 -81
3736 -579 1599; 7 129 -73
3831 -639 1502; -1 132 -68
3928 -613 1380; -23 128 -63
3964 -537 1311; -38 116 -54
4014 -649 1315; -99 94 -50
3974 -795 1347; -165 67 -50
4005 -712 1431; -154 37 -44
4011 -663 1357; -125 1 -43
4204 -431 1184; -113 -32 -46
4273 -519 1067; -157 -74 -60
4417 -321 828; -186 -118 -80
4614 -55 676; -180 -176 -102
4687 -42 500; -255 -228 -135
4642 -53 496; -305 -287 -172
4650 -97 414; -323 -347 -207
4589 -130 289; -308 -400 -241
4658 0 45; -280 -454 -266
4725 -24 -248; -308 -506 -294
4732 -77 -426; -333 -553 -320
4721 78 -593; -289 -604 -328
4652 29 -536; -235 -636 -345
4549 277 -504; -173 -661 -353
4336 357 -611; -128 -678 -359
4264 547 -841; -94 -680 -364
4145 502 -956; -88 -683 -366
4112 777 -1181; -69 -675 -370
3990 911 -1021; -56 -670 -371
3922 860 -1286; -148 -657 -369
4039 748 -1385; -230 -651 -365
4067 641 -1793; -274 -637 -357
3956 421 -1762; -271 -629 -334
3763 281 -1808; -213 -622 -309
3615 429 -1705; -100 -617 -276
3586 544 -1598; -19 -613 -244
3689 832 -1596; 8 -602 -211
3869 757 -1482; -59 -594 -191
3965 768 -1520; -138 -576 -174
3980 848 -1351; -137 -568 -159
3864 850 -1399; -140 -548 -146
3735 716 -1281; -128 -523 -130
3683 650 -1314; -106 -499 -120
3600 604 -1290; -62 -471 -104
3548 590 -1273; -6 -440 -89
3546 672 -1237; 56 -415 -75
3494 813 -1145; 103 -389 -62
3605 1015 -1116; 111 -360 -62
3634 1078 -1027; 71 -336 -68
3729 949 -944; 1 -307 -74
3750 730 -1014; -73 -284 -89
3775 638 -1010; -78 -258 -95
3797 603 -1092; -44 -236 -95
3819 486 -1098; -9 -214 -99
3858 552 -1121; 49 -197 -93
3907 499 -1116; 85 -180 -91
3956 511 -1122; 99 -167 -90
4015 555 -1225; 114 -160 -85
4023 468 -1267; 120 -153 -85
4025 489 -1155; 154 -144 -81
4054 678 -1085; 204 -139 -81
4060 747 -990; 204 -129 -85
4056 762 -987; 162 -112 -83
4048 553 -1035; 104 -99 -90
4031 509 -1141; 94 -79 -90
4025 445 -1254; 124 -64 -83
4109 397 -1440; 139 -53 -78
4177 472 -1581; 183 -42 -69
4219 580 -1642; 246 -35 -64
4216 774 -1662; 292 -33 -62
4169 836 -1582; 295 -31 -66
4135 829 -1620; 261 -25 -78
4066 969 -1733; 245 -25 -92
3969 979 -1859; 234 -21 -108
3883 968 -2006; 224 -24 -130
3756 899 -2251; 256 -30 -145
3700 905 -2137; 370 -30 -151
3589 891 -2113; 428 -30 -166
3525 966 -2030; 416 -35 -174
3530 945 -2074; 384 -27 -177
3528 1004 -2237; 343 -23 -182
3598 992 -2494; 304 -24 -187
3709 897 -2512; 305 -25 -193
3803 575 -2017; 347 -28 -194
3866 389 -1719; 376 -20 -189
3840 142 -1554; 371 -7 -186
3784 23 -1644; 419 13 -167
3680 8 -1702; 576 36 -147
3692 331 -1893; 740 53 -127
3866 653 -1924; 836 68 -117
4005 971 -1829; 858 79 -118
4166 1043 -1450; 810 81 -125
4158 852 -1249; 671 91 -140
4052 696 -1123; 554 98 -151
4121 425 -1269; 479 100 -157
4196 123 -1588; 424 100 -156
4243 45 -1838; 474 85 -141
4362 103 -1938; 562 59 -120
4207 116 -1806; 632 26 -101
4197 246 -1502; 689 -15 -77
4273 -39 -1065; 650 -56 -59
4275 -224 -860; 589 -78 -33
4350 -405 -419; 631 -105 -5
4297 -462 -247; 701 -109 22
4307 -257 165; 791 -112 51
4193 -102 394; 813 -113 68
4085 -57 548; 732 -99 77
4150 116 540; 643 -96 76
4244 113 599; 540 -94 67
4292 -6 771; 451 -82 56
4422 75 1111; 446 -81 39
4469 381 1283; 483 -69 17
4421 517 1529; 447 -47 -9
4205 370 1617; 297 -28 -42
4049 196 1640; 154 -2 -69
4036 84 1591; 34 19 -94
4067 -58 1690; -72 42 -117
4192 25 1705; -146 68 -126
4322 40 1643; -226 84 -145
4407 42 1463; -303 112 -161
4383 -37 1484; -313 126 -170
4296 -265 1335; -314 145 -181
4251 -328 1287; -280 157 -185
4274 -274 1078; -221 170 -186
4319 -247 953; -197 184 -190
4269 -242 880; -191 191 -184
4307 -260 747; -177 199 -183
4347 -231 617; -140 201 -183
4353 -270 520; -81 209 -179
4311 -318 457; -9 214 -173
4281 -276 385; 66 213 -166
4178 -348 487; 131 222 -156
4081 -195 668; 188 227 -144
4098 16 716; 184 235 -133
4239 200 666; 109 246 -127
4386 185 581; -15 254 -124
4433 23 456; -125 264 -125
4413 -54 427; -157 269 -122
4401 -141 380; -142 273 -115
4360 -189 335; -109 274 -105
4298 -306 326; -63 276 -92
4240 -303 323; -8 277 -74
4231 -290 271; 28 274 -60
4256 -193 165; 42 272 -43
4232 -166 199; 45 264 -27
4249 -137 178; 30 256 -17
4242 -140 224; 23 244 -9
4195 -120 270; 38 235 -3
4189 -129 359; 69 223 2
4173 -103 353; 98 214 5
4142 -74 444; 128 202 8
4089 -72 500; 136 193 9
4055 -19 626; 127 182 11
4051 -52 690; 94 170 11
4064 -43 839; 74 160 14
4095 21 958; 86 150 11
4183 170 1006; 89 143 9
4242 74 1009; 57 129 2
4222 -84 995; 15 120 -1
4229 -101 981; 18 100 -3
4263 -75 900; 21 82 -3
4252 -172 957; 7 60 3
4197 -277 1081; 5 39 10
4114 -295 1286; 48 24 21
4035 -273 1500; 95 11 32
3982 -239 1647; 115 5 42
3969 -239 1756; 114 5 52
3938 -169 1792; 107 8 64
3924 -192 1924; 79 12 72
3874 -182 1875; 25 17 76
3941 -75 1910; -23 17 80
3950 -195 1886; -85 21 77
4162 -157 1882; -127 26 77
4350 -233 1673; -173 22 70
4410 -375 1574; -201 19 65
4356 -394 1580; -161 11 62
4339 -374 1657; -128 3 51
4316 -19 1534; -128 -9 40
4355 175 1512; -207 -17 24
4311 20 1564; -366 -24 -1
4287 -268 1574; -535 -29 -24
4259 -570 1426; -674 -33 -42
4196 -729 1300; -700 -26 -46
4077 -767 1263; -622 -18 -44
4048 -571 1271; -523 -6 -38
4071 -324 1081; -484 5 -34
4094 -285 973; -552 13 -32
4132 -420 779; -641 23 -34
4152 -480 589; -700 27 -39
4188 -462 409; -680 28 -42
4137 -464 326; -616 27 -39
4073 -489 265; -543 19 -40
3993 -476 177; -451 8 -40
4006 -134 -154; -344 -8 -46
4329 345 -683; -315 -39 -64
4295 443 -848; -395 -72 -98
4089 299 -704; -464 -114 -129
3953 58 -578; -511 -164 -177
3970 359 -758; -477 -201 -218
4035 703 -995; -400 -241 -268
4168 1086 -1325; -404 -282 -320
4273 1202 -1523; -491 -330 -384
4376 1135 -1735; -612 -388 -451
4257 666 -1848; -715 -443 -512
4137 634 -1900; -685 -502 -558
3923 597 -1941; -591 -556 -593
3791 758 -1906; -506 -607 -620
3861 985 -1935; -429 -661 -634
3937 969 -1964; -440 -706 -649
3956 843 -1918; -458 -745 -657
4071 795 -2058; -423 -789 -659
4046 540 -2195; -385 -823 -652
3880 399 -1971; -256 -854 -629
3807 485 -1772; -99 -878 -596
3829 877 -1737; 16 -895 -565
3867 1104 -1556; 40 -900 -524
3894 1011 -1447; -31 -892 -494
3899 949 -1386; -86 -880 -463
3862 819 -1476; -95 -859 -422
3821 574 -1584; -103 -832 -376
3741 467 -1623; -59 -801 -322
3734 524 -1574; 42 -770 -261
3763 718 -1449; 132 -731 -198
3695 764 -1229; 173 -687 -139
3731 904 -1043; 191 -642 -84
3813 957 -1070; 165 -593 -41
3757 962 -1031; 134 -536 -3
3774 978 -1002; 128 -484 33
3846 982 -1122; 108 -437 54
3913 989 -1140; 79 -395 76
3915 787 -1157; 37 -354 92
3902 717 -1152; 19 -325 104
3913 695 -1207; 36 -300 117
3968 685 -1243; 60 -276 121
4024 724 -1142; 93 -257 123
4140 803 -1162; 110 -240 122
4147 742 -1169; 90 -228 111
4186 797 -1205; 97 -218 101
4168 739 -1321; 93 -211 83
4143 742 -1342; 98 -205 69
4133 735 -1385; 115 -203 55
4085 658 -1447; 107 -199 36
4045 543 -1399; 113 -195 25
4001 455 -1418; 151 -190 14
3925 478 -1474; 177 -182 5
