-1741 -86 -3648; -8 -63 -65
-3395 -5560 -3179; -1550 2301 -1527
-3471 -5399 -2739; -1245 2623 -2018
-3788 -4713 -2531; -1175 2910 -2439
-3641 -4365 -2403; -1440 3170 -2834
-3425 -3986 -2524; -1988 3420 -3202
-2820 -3591 -2899; -2554 3691 -3496
-2303 -3267 -3213; -2776 3953 -3740
-1776 -3038 -3312; -2588 4172 -3957
-1097 -2778 -3813; -2047 4373 -4152
-883 -2676 -4098; -1403 4521 -4354
-1211 -2484 -4382; -960 4589 -4574
-1308 -2529 -4413; -752 4608 -4782
-828 -2529 -4292; -608 4573 -4952
-753 -2617 -4275; -468 4511 -5083
-526 -3045 -4347; -245 4430 -5188
-173 -3204 -4437; 14 4307 -5257
-15 -2984 -4436; 230 4145 -5278
91 -3252 -4366; 506 3966 -5292
-17 -3464 -4433; 861 3756 -5263
-526 -3389 -4255; 959 3486 -5173
-50 -3120 -4094; 722 3204 -5057
224 -3607 -3941; 363 2958 -4940
-437 -3795 -3521; 181 2734 -4755
-722 -3207 -2702; 248 2492 -4478
-1000 -3412 -2050; 372 2263 -4186
-1534 -3532 -1407; 395 2056 -3891
-2140 -3039 -392; 463 1843 -3536
-2253 -2876 109; 494 1675 -3159
-2663 -3044 505; 524 1530 -2785
-3098 -3223 1311; 538 1381 -2371
-3249 -3431 1605; 824 1286 -1922
-3374 -3565 1431; 1324 1205 -1464
-3419 -3710 1460; 1625 1074 -1012
-3140 -3847 1060; 1831 965 -541
-2786 -3595 526; 2102 870 -37
-2418 -3667 100; 2342 722 448
-2154 -3728 -431; 2555 593 934
-1673 -3481 -985; 2714 472 1459
-1450 -3572 -848; 2736 320 1953
-1089 -3617 -949; 2770 202 2425
-900 -3682 -1166; 2916 128 2928
-583 -3977 -1024; 3085 48 3399
-247 -4312 -1248; 3248 -7 3867
483 -4471 -1579; 3476 -15 4347
841 -5064 -1935; 3675 -25 4785
1246 -5229 -2516; 3842 -20 5224
2150 -5241 -3137; 3876 -3 5677
2583 -5284 -4007; 3734 -8 6076
3029 -5239 -4257; 3230 -51 6446
3568 -4888 -4859; 2220 -133 6795
3336 -4772 -4895; 1212 -314 7055
3158 -4653 -4675; 466 -567 7254
2603 -4488 -4533; -46 -822 7420
1825 -4913 -4536; -462 -1101 7522
1299 -5309 -4146; -917 -1423 7555
905 -5450 -3625; -1320 -1715 7524
-91 -5304 -3478; -1553 -1982 7436
-1355 -5615 -2387; -1470 -2225 7296
-1914 -5288 -1461; -1433 -2392 7114
-2984 -5060 -746; -1700 -2458 6820
-3291 -5077 -23; -2296 -2540 6402
-2859 -4596 565; -2910 -2621 5960
-2629 -4820 333; -3263 -2585 5400
-2905 -5277 440; -3267 -2483 4728
-3205 -4566 762; -2795 -2302 4080
-3640 -4868 -54; -1919 -1927 3381
-3894 -4660 286; -1060 -1525 2669
-3739 -4332 516; -610 -1089 1984
-4095 -4197 237; -765 -587 1254
-3799 -4121 -246; -1527 -136 526
-3015 -4226 -1634; -2564 303 -151
-3035 -4296 -2880; -3276 757 -773
-3085 -4293 -3108; -3453 1168 -1315
-2696 -3879 -3421; -3246 1573 -1773
-3154 -3402 -3515; -3193 1954 -2179
-3158 -2730 -3666; -3827 2287 -2549
-3060 -2234 -4094; -5302 2621 -2843
-2659 -2006 -4803; -7032 2983 -3033
-1989 -2127 -4964; -8016 3368 -3108
-1377 -2038 -4775; -7693 3798 -3072
-1335 -1590 -4803; -6210 4219 -3006
-1523 -1627 -4523; -4514 4542 -3006
-2140 -1160 -4670; -3228 4784 -3032
-1951 -1323 -4792; -2404 4969 -3084
-1723 -1510 -4478; -2112 5085 -3150
-1427 -2328 -4034; -2225 5188 -3177
-943 -2766 -3699; -2270 5298 -3134
-985 -3210 -3334; -1872 5375 -3051
-728 -3477 -3140; -1022 5433 -2964
-381 -3391 -3294; -124 5450 -2888
-324 -3588 -3340; 524 5405 -2850
-446 -3880 -3336; 862 5321 -2826
-436 -4186 -3379; 905 5218 -2772
-519 -4258 -3304; 823 5087 -2683
-255 -4319 -2852; 892 4932 -2572
101 -4660 -2188; 1142 4782 -2443
265 -4184 -1945; 1513 4643 -2288
35 -4680 -1347; 2037 4502 -2152
-382 -5148 -958; 2362 4344 -2025
-441 -4907 -1020; 2470 4160 -1831
-356 -5076 -725; 2572 3962 -1609
18 -4481 -1408; 2785 3764 -1393
-557 -4920 -875; 3007 3551 -1151
-509 -4394 -878; 3237 3316 -875
-1094 -3720 -706; 3252 3063 -605
-1115 -2831 -1065; 3156 2812 -327
-1548 -2966 -1099; 3097 2553 -20
-1570 -2978 -1083; 3143 2273 311
-1274 -3072 -1547; 3261 2002 666
-1018 -3113 -1766; 3381 1725 1029
-874 -3235 -1918; 3412 1444 1391
-811 -2841 -2102; 3356 1168 1798
-891 -2411 -2806; 3240 899 2217
-664 -2514 -2818; 3001 605 2610
-329 -2001 -3517; 2689 314 3021
36 -1997 -3814; 2223 21 3424
286 -2275 -4009; 1606 -308 3787
614 -2360 -4210; 1049 -660 4149
868 -2448 -4391; 560 -1027 4497
1126 -2710 -4547; 193 -1402 4791
1471 -2892 -4542; -63 -1788 5064
1863 -3302 -4788; -229 -2163 5317
2055 -3595 -4890; -246 -2498 5521
2209 -3924 -5172; -147 -2818 5686
2027 -4255 -5408; -183 -3129 5855
2387 -4633 -5692; -536 -3414 5995
2118 -4521 -6030; -937 -3679 6056
1924 -4672 -5712; -1315 -3962 6055
1632 -4417 -5224; -1964 -4234 6024
827 -4028 -4496; -2695 -4447 5903
-150 -4360 -3256; -3031 -4619 5654
-923 -4733 -2421; -2875 -4700 5417
-1895 -4978 -1674; -2448 -4626 5209
-2502 -6152 -2126; -2496 -4461 4918
-2529 -6342 -1886; -3159 -4300 4615
-2121 -6018 -2042; -3748 -4044 4286
-2185 -5930 -2062; -3865 -3671 3864
-2604 -5555 -1314; -3404 -3300 3471
-2635 -5081 -1150; -2673 -2818 3111
-2735 -4920 -1756; -2106 -2190 2689
-2823 -4704 -1742; -1949 -1561 2251
-2704 -4382 -2328; -2419 -946 1814
-2454 -4305 -2949; -3333 -371 1336
-2216 -4404 -3745; -4088 168 862
-2222 -4423 -4328; -4212 704 456
-2246 -4544 -4488; -3678 1210 93
-2521 -4629 -4355; -2798 1698 -244
-2780 -4679 -4151; -2146 2145 -558
-3142 -4744 -3813; -1804 2543 -860
-3290 -4670 -3720; -1645 2908 -1119
-2990 -4475 -3639; -1721 3225 -1343
-2814 -4513 -3764; -1927 3510 -1566
-2372 -4245 -3766; -1901 3780 -1744
-1821 -3715 -3732; -1399 4043 -1891
-1903 -3528 -3629; -760 4273 -2093
-2012 -3142 -3471; -219 4469 -2300
-1626 -2817 -3256; 241 4642 -2520
-1625 -2760 -2928; 470 4786 -2791
-1527 -2567 -2651; 711 4912 -3039
-1137 -1958 -2917; 1208 5028 -3277
-831 -1901 -3109; 1887 5096 -3553
-568 -1258 -3123; 2399 5099 -3828
-377 -1369 -2923; 2602 5072 -4113
-596 -1919 -2795; 2404 5018 -4381
-672 -2166 -2557; 1896 4942 -4549
-720 -2750 -2251; 1487 4880 -4635
-1032 -3836 -2228; 1302 4834 -4632
-991 -3396 -1951; 990 4782 -4520
233 -3279 -1251; 590 4718 -4361
412 -3945 -1224; 570 4702 -4184
372 -3902 -1578; 873 4661 -3955
808 -3408 -1651; 1215 4529 -3654
1077 -3985 -1781; 1504 4340 -3327
762 -4352 -2584; 1583 4144 -3021
404 -4312 -2570; 1477 3910 -2645
-287 -4006 -2213; 1350 3594 -2177
-880 -4028 -1885; 1203 3295 -1717
-1513 -3594 -1126; 1311 2999 -1225
-2166 -2964 -716; 1689 2671 -711
-2236 -2914 -1156; 2109 2341 -213
-1834 -2460 -1925; 2290 2014 279
-1582 -2617 -2041; 2240 1669 769
-1655 -2483 -2177; 2078 1317 1274
-1373 -1727 -2516; 1884 969 1783
-1343 -2174 -2373; 1575 625 2270
-1240 -2213 -2368; 1234 294 2745
-998 -2373 -2250; 1015 -44 3216
-594 -2853 -2399; 839 -362 3644
-233 -3168 -2537; 750 -650 4057
169 -3768 -2216; 852 -943 4467
323 -4067 -2511; 1070 -1224 4845
790 -4109 -3267; 1282 -1462 5211
1361 -4299 -3567; 1367 -1706 5572
1846 -4371 -4253; 1216 -1960 5888
2291 -4747 -4768; 1061 -2209 6162
2761 -4941 -5010; 789 -2493 6422
3036 -4878 -5260; 414 -2781 6639
3053 -4741 -5507; -24 -3071 6781
2913 -4667 -5148; -435 -3399 6867
2534 -4707 -4884; -840 -3706 6904
1943 -4284 -4937; -1138 -3970 6870
681 -4109 -4248; -1439 -4231 6732
148 -4094 -3253; -1946 -4464 6521
-457 -3557 -2057; -2158 -4578 6293
-1517 -4016 -958; -1990 -4576 5954
-2460 -4346 -300; -1998 -4496 5603
-2646 -4372 283; -1997 -4345 5296
-2736 -4949 -328; -2008 -4074 4901
-2780 -5703 -938; -2500 -3759 4431
-2839 -5415 -1492; -3210 -3453 4007
-2427 -5058 -365; -3507 -3095 3512
-2232 -4883 44; -3394 -2596 2950
-2759 -4823 -253; -2939 -2030 2444
-2940 -5005 -918; -2644 -1451 1948
-2667 -5393 -2135; -2686 -808 1413
-2957 -5442 -2774; -3057 -173 928
-2508 -5982 -3248; -3480 417 495
-2410 -6248 -3331; -3279 1000 125
-2629 -6251 -3226; -2286 1571 -174
-2623 -6181 -3002; -1116 2077 -456
-2806 -5813 -3145; -195 2514 -723
-2983 -5369 -3743; 145 2890 -1008
-3196 -4895 -3939; -299 3151 -1298
-2680 -4531 -3941; -1165 3355 -1562
-2184 -4264 -3803; -1730 3563 -1781
-1976 -3984 -3429; -1593 3753 -1971
-1896 -3619 -3381; -906 3917 -2178
-1897 -3288 -3583; -81 4053 -2418
-2262 -2968 -3711; 443 4133 -2691
-2551 -2726 -3950; 545 4171 -2988
-2142 -2660 -3770; 639 4172 -3267
-1669 -2582 -3864; 886 4144 -3514
-1256 -2417 -3845; 1198 4098 -3756
-884 -2543 -3896; 1438 4025 -4003
-799 -2303 -3629; 1533 3922 -4208
-778 -2285 -3384; 1519 3811 -4386
-578 -2335 -3290; 1495 3703 -4547
-597 -2536 -3054; 1605 3591 -4659
-855 -2802 -2768; 1687 3479 -4733
-1184 -3411 -2615; 1542 3372 -4770
-951 -4042 -1965; 1046 3268 -4746
-957 -4189 -1395; 286 3213 -4633
-849 -4193 -1064; -218 3223 -4456
-489 -3765 -773; -124 3239 -4242
-294 -3443 -615; 389 3224 -4006
-661 -3276 -1012; 988 3205 -3780
-237 -3329 -1048; 1403 3139 -3545
553 -3308 -985; 1551 2997 -3265
-313 -3793 -1744; 1582 2843 -2966
-121 -3584 -1445; 1383 2667 -2611
-720 -3485 -1094; 1211 2451 -2210
-1084 -3360 -925; 1131 2260 -1792
-1866 -3044 -838; 1282 2059 -1342
-2005 -2765 -501; 1515 1823 -860
-2338 -2582 -830; 1687 1615 -380
-2185 -2648 -1021; 1816 1420 94
-1984 -2823 -1242; 1872 1205 584
-1634 -2938 -1421; 1851 1006 1090
-1473 -3086 -1504; 1712 822 1590
-1098 -3211 -1450; 1531 651 2077
-983 -3107 -1359; 1424 489 2559
-846 -3168 -1536; 1441 351 3021
-356 -3272 -1461; 1468 217 3455
184 -3674 -1618; 1469 85 3863
486 -3933 -2315; 1481 -44 4255
1092 -3963 -2775; 1473 -195 4635
1823 -4329 -3335; 1206 -372 4978
2246 -4688 -3740; 877 -574 5307
2512 -4632 -3817; 668 -810 5616
2638 -4726 -3823; 413 -1075 5872
2444 -4617 -3948; 123 -1345 6089
2049 -4243 -3735; -170 -1631 6258
1990 -4300 -3389; -657 -1935 6372
1555 -4204 -3587; -1133 -2234 6443
1074 -3727 -3655; -1320 -2531 6433
892 -4121 -3657; -1401 -2815 6339
119 -3354 -3579; -1640 -3062 6229
-1265 -3715 -3098; -1723 -3250 6038
-1675 -3948 -1783; -1870 -3421 5798
-1777 -3841 -1074; -2130 -3517 5556
-2432 -3854 -1367; -1966 -3494 5253
-2997 -4366 -1827; -1971 -3451 4922
-2478 -4382 -2289; -2445 -3418 4611
-2202 -4783 -2903; -2903 -3310 4256
-2643 -4952 -2733; -3090 -3196 3869
-2770 -4832 -2141; -3127 -3087 3546
-2945 -5338 -2105; -3271 -2917 3224
-2602 -6192 -2725; -4037 -2698 2853
-2928 -6617 -2598; -4945 -2423 2469
-3145 -6996 -1971; -5693 -2079 2096
-3352 -6855 -660; -5976 -1635 1743
-3090 -6521 -869; -5600 -1078 1429
-3148 -6223 -1642; -4836 -473 1126
-2913 -5902 -2494; -4167 160 883
-2396 -5382 -3174; -3734 891 661
-2734 -4879 -3085; -3362 1589 414
-3189 -4178 -2912; -2808 2160 173
-3203 -3549 -2862; -2212 2648 -75
-3115 -3116 -2928; -1810 3098 -375
-3184 -2357 -2802; -1553 3506 -686
-3059 -1711 -3096; -1599 3841 -1033
-3048 -1651 -3193; -1959 4070 -1414
-2667 -1579 -3094; -2117 4270 -1756
-2413 -1601 -3080; -1436 4492 -2089
-2012 -1800 -3048; -203 4660 -2469
-1929 -1800 -3314; 1005 4746 -2880
-1729 -2004 -3990; 1886 4774 -3327
-1856 -2407 -4276; 2375 4718 -3778
-1835 -2415 -4158; 2556 4592 -4167
-1289 -2511 -3632; 2737 4446 -4523
-660 -2601 -3134; 2938 4303 -4821
-548 -2767 -2908; 2885 4144 -5056
-253 -2769 -2628; 2420 4005 -5244
13 -3235 -2459; 1658 3948 -5352
-886 -4101 -1995; 780 3950 -5367
-1484 -5245 -1210; 168 4002 -5273
-794 -4974 -457; 53 4119 -5051
-99 -4344 155; 368 4248 -4787
-615 -4170 -38; 916 4367 -4599
-595 -4096 -344; 1679 4446 -4410
-33 -2657 331; 2343 4445 -4144
2314 -3413 -1191; 2280 4385 -3916
1485 -3501 -1499; 2148 4208 -3626
1186 -3549 -2573; 1871 4077 -3281
734 -4369 -2975; 1480 3954 -2944
56 -3528 -1713; 1289 3656 -2437
-186 -3733 -1857; 1244 3403 -1908
-870 -3714 -1854; 1343 3168 -1417
-1796 -2542 -1280; 1519 2836 -831
-2128 -2256 -1785; 1726 2531 -282
-2314 -2139 -2051; 1754 2215 235
-2298 -2093 -2400; 1597 1849 801
-1720 -2491 -2967; 1434 1486 1355
-1156 -2768 -3134; 1276 1094 1907
-633 -2939 -3295; 1209 706 2488
-282 -3371 -3210; 1166 334 3051
259 -3671 -2803; 1221 -29 3598
352 -3885 -2530; 1346 -336 4145
682 -4425 -2234; 1480 -594 4654
866 -4644 -1867; 1617 -803 5140
1052 -4558 -1826; 1788 -948 5599
1372 -4619 -2258; 1891 -1061 6014
1942 -4796 -2806; 1870 -1153 6390
2796 -5283 -4239; 964 -1389 7008
3304 -5362 -4441; 475 -1586 7221
3105 -5221 -4461; 2 -1808 7401
2529 -4635 -3992; -556 -2052 7541
1033 -3822 -3043; -1141 -2300 7559
-237 -4052 -2687; -1880 -2586 7437
-366 -3181 -2162; -2608 -2919 7318
-188 -2743 -2252; -3079 -3224 7112
-147 -3812 -3405; -3358 -3445 6694
-628 -4308 -2874; -3311 -3653 6268
-1175 -3993 -2445; -2991 -3734 5839
-1850 -4380 -1852; -2619 -3629 5263
-2867 -3616 -988; -2964 -3541 4698
-3032 -3440 -1704; -4351 -3456 4068
-3201 -4124 -3475; -6290 -3331 3257
-3111 -3963 -4623; -7993 -3235 2428
-2289 -4636 -4875; -8859 -3008 1582
-2292 -5729 -4078; -8384 -2532 771
-3047 -5435 -4372; -7007 -1877 182
-3734 -6826 -4440; -5920 -1275 -315
-3096 -6920 -5388; -5636 -739 -635
-2642 -4868 -7471; -5412 -31 -743
-3255 -5860 -6968; -5290 602 -892
-3749 -6013 -5759; -5608 1063 -970
-3444 -4912 -5694; -5489 1611 -793
-3484 -5652 -4681; -4570 2096 -690
-3567 -5925 -3580; -3259 2505 -606
-3198 -4875 -3367; -1637 2960 -432
-3166 -4691 -3109; -470 3347 -395
-2991 -4211 -2899; -160 3667 -447
-2695 -3187 -2834; -509 4010 -462
-2650 -3153 -2190; -949 4325 -555
-2416 -2979 -1327; -941 4600 -657
-1589 -2384 -1125; -254 4915 -747
-1723 -2039 -1364; 859 5217 -951
-1746 -1665 -1354; 1937 5442 -1257
-1279 -1294 -1454; 2900 5625 -1623
-1118 -1171 -1745; 3541 5742 -2057
-1080 -1560 -1696; 3846 5750 -2544
-838 -1304 -1933; 3923 5712 -2975
-815 -1692 -2046; 3822 5635 -3375
-631 -1991 -1795; 3627 5483 -3736
-531 -2320 -1767; 3515 5335 -3999
-463 -2799 -1787; 3310 5173 -4204
-757 -3098 -1589; 2938 4971 -4329
-286 -3360 -1396; 2700 4777 -4347
-24 -3188 -1158; 2721 4587 -4266
124 -3044 -939; 2873 4388 -4145
110 -3950 -1139; 3063 4185 -4030
225 -4248 -1433; 3072 3957 -3790
47 -4017 -1268; 2901 3705 -3429
-84 -4748 -1372; 2798 3462 -3057
-237 -4287 -1043; 2891 3227 -2573
-532 -3859 -1133; 3000 3000 -2017
-828 -3823 -1179; 2897 2775 -1481
-890 -3076 -1052; 2770 2560 -885
-980 -2984 -1231; 2657 2372 -273
-1049 -2845 -1291; 2524 2188 314
-942 -2997 -1792; 2299 2007 931
-393 -3063 -1942; 1986 1828 1547
-171 -3257 -1978; 1781 1639 2156
3 -3451 -1929; 1710 1467 2762
495 -3861 -1911; 1616 1304 3329
554 -4260 -1673; 1494 1148 3872
765 -4122 -1665; 1366 995 4405
1010 -4087 -1895; 1211 830 4880
1258 -3860 -2361; 959 652 5310
1570 -3664 -3187; 669 451 5702
1982 -3594 -3756; 394 190 6028
2302 -3633 -4044; 141 -120 6308
2293 -3695 -4553; -115 -436 6547
2241 -4094 -4389; -544 -808 6728
1749 -4283 -4112; -1005 -1219 6865
898 -4396 -3689; -1378 -1623 6925
436 -3923 -3598; -1838 -2044 6907
235 -3560 -3341; -2197 -2477 6840
-217 -2891 -3348; -2309 -2870 6712
-623 -2879 -3635; -2430 -3206 6499
-959 -2925 -3023; -2605 -3516 6213
-1673 -3417 -2156; -3101 -3756 5895
-1998 -3428 -2030; -4099 -3928 5491
-2489 -4392 -1528; -4988 -4070 5000
-3463 -5657 -1107; -5246 -4115 4525
-3945 -6759 -1117; -4766 -3980 4092
-3510 -7802 151; -4074 -3749 3716
-3214 -7758 1280; -3591 -3409 3431
-2576 -7682 472; -3175 -2884 3168
-2760 -6886 -353; -2838 -2319 2911
-2867 -6521 -1476; -3107 -1779 2648
-2736 -6167 -2649; -3746 -1220 2359
-2799 -5779 -2551; -4282 -693 2044
-2438 -5595 -2891; -4481 -152 1704
-2444 -5446 -3006; -4687 348 1403
-2245 -5611 -3582; -4768 825 1095
-2334 -5578 -3886; -4486 1317 796
-2894 -5021 -4033; -4043 1760 511
-3386 -4312 -4295; -3754 2141 207
-3373 -3588 -4445; -3571 2479 -121
-3195 -3143 -4015; -3014 2804 -470
-2979 -2688 -3622; -2008 3125 -838
-2888 -2217 -3444; -1132 3402 -1264
-2757 -2295 -3611; -806 3630 -1756
-2655 -2363 -3633; -616 3836 -2221
-2395 -2385 -3663; -151 4031 -2645
-2284 -2703 -3465; 448 4189 -3085
-1985 -2943 -3193; 985 4300 -3505
-1716 -2722 -2953; 1496 4379 -3874
-1147 -3085 -2826; 1938 4431 -4246
-1283 -2842 -2873; 2143 4453 -4582
-1606 -2899 -2953; 2051 4455 -4857
-1274 -2768 -2829; 1558 4437 -5078
-847 -2911 -2340; 816 4441 -5229
-462 -3323 -2033; 279 4517 -5277
-148 -3909 -1586; -110 4609 -5255
-184 -5059 -1338; -215 4713 -5178
112 -5357 -749; 190 4825 -5004
636 -5156 -853; 916 4905 -4772
725 -4986 -1374; 1584 4897 -4593
1496 -5236 -670; 2386 4822 -4466
2046 -5216 -1653; 2676 4721 -4312
1685 -4394 -1911; 2365 4536 -4066
891 -3715 -1855; 2068 4326 -3814
601 -4163 -2494; 1674 4169 -3569
154 -3130 -1986; 1552 3937 -3190
-38 -2679 -1785; 1799 3652 -2765
-748 -3052 -2446; 1912 3401 -2411
-959 -2369 -1496; 1904 3094 -1982
-1782 -2176 -1562; 1883 2788 -1494
-2560 -2736 -1319; 1863 2508 -1031
-2323 -2576 -1201; 1898 2208 -506
-2350 -2866 -1838; 1888 1925 63
-2012 -3141 -1951; 1780 1644 616
-1682 -3317 -2106; 1671 1368 1205
-1272 -3505 -2349; 1640 1105 1811
-1004 -3604 -2621; 1710 838 2400
-626 -3506 -2676; 1753 587 2990
-363 -3526 -2815; 1622 346 3562
-52 -3568 -2835; 1443 107 4093
49 -3308 -3310; 1323 -138 4602
689 -3275 -3708; 1087 -386 5074
1117 -3189 -4331; 842 -640 5501
1603 -3575 -4322; 636 -913 5889
2149 -3832 -4386; 472 -1181 6241
2161 -4214 -4058; 377 -1440 6547
2291 -4545 -4110; 298 -1696 6807
2929 -4548 -3909; 23 -1941 7049
2810 -4339 -4102; -327 -2165 7243
1981 -4654 -3441; -675 -2410 7361
1364 -4779 -3672; -1118 -2654 7439
343 -5175 -3327; -1426 -2887 7455
-217 -5543 -2978; -1509 -3086 7422
-405 -5208 -1758; -1503 -3262 7372
-1063 -4913 -923; -1346 -3341 7241
-2164 -5398 -587; -1146 -3320 7017
-2385 -4328 220; -1483 -3288 6814
-1510 -3580 306; -2459 -3225 6471
-1171 -4049 -255; -3192 -3090 5895
-1830 -3068 -643; -3410 -2976 5355
-2053 -3379 -925; -3430 -2819 4762
-2640 -3970 -1581; -3393 -2498 4018
-3425 -3506 -1273; -3209 -2083 3297
-3164 -4299 -1254; -3082 -1621 2578
-3009 -4742 -2223; -3249 -1094 1857
-3825 -5153 -3712; -3673 -550 1187
-3543 -5691 -5377; -4696 -57 540
-2810 -5727 -6111; -5679 423 0
-2395 -5630 -6031; -5551 972 -420
-2695 -5472 -5492; -4549 1502 -760
-3111 -5364 -5361; -3494 1980 -1028
-3137 -5155 -5660; -2819 2438 -1250
-3244 -4896 -5445; -2748 2834 -1456
-3296 -4601 -5217; -3257 3177 -1629
-3136 -4176 -4852; -3839 3512 -1723
-2609 -3762 -4050; -3676 3836 -1780
-2371 -3447 -3702; -2996 4149 -1848
-2232 -2993 -3601; -2122 4437 -1932
-1963 -2856 -3590; -1164 4666 -2067
-1652 -2631 -3735; -327 4861 -2244
-1887 -2583 -3652; 327 5011 -2456
-1814 -2664 -3623; 784 5095 -2693
-1187 -2757 -3377; 1227 5141 -2912
-1223 -2624 -3537; 1768 5170 -3128
-1550 -2880 -3202; 2235 5163 -3351
-1319 -3015 -2737; 2295 5108 -3544
-1032 -3425 -2130; 1977 5054 -3693
-960 -3795 -2130; 1539 5029 -3776
-598 -4318 -1715; 1393 5006 -3784
-641 -4968 -1748; 1445 4985 -3727
-670 -5285 -1449; 1524 4966 -3606
-452 -5259 -1096; 1692 4912 -3465
38 -4991 -670; 1833 4839 -3323
75 -4831 -786; 2072 4773 -3176
281 -4320 -1091; 2429 4654 -2984
425 -3731 -1251; 2624 4457 -2759
474 -3939 -1819; 2587 4259 -2575
-208 -3898 -2552; 2388 4049 -2355
-498 -3329 -1949; 2137 3744 -2030
-965 -3059 -1652; 1829 3426 -1709
-1769 -2692 -1767; 1751 3137 -1387
-2101 -1953 -1472; 1940 2811 -1012
-2258 -1583 -1539; 2149 2471 -656
-2211 -1121 -1777; 2281 2144 -300
-2320 -1182 -1926; 2310 1802 71
-2033 -1371 -2185; 2309 1460 436
-2179 -1760 -2585; 2254 1126 826
-1850 -1910 -2821; 2064 791 1251
-1675 -2508 -2659; 1782 452 1685
-1363 -2726 -2511; 1616 156 2131
-1273 -2938 -2327; 1544 -126 2601
-817 -3588 -2168; 1432 -398 3045
-672 -3926 -2027; 1377 -624 3506
-338 -4306 -2109; 1475 -815 3983
209 -4850 -2070; 1635 -991 4433
572 -5302 -2151; 1810 -1123 4865
831 -5392 -2494; 1965 -1223 5310
1314 -5507 -2758; 1973 -1320 5723
1941 -5421 -3273; 1870 -1394 6078
2196 -4979 -4161; 1517 -1487 6386
2791 -4641 -4597; 900 -1651 6640
2945 -4427 -5075; 198 -1867 6814
2785 -4391 -5241; -426 -2111 6909
2121 -4055 -4890; -951 -2400 6952
1170 -3682 -4120; -1424 -2700 6905
-224 -3607 -3672; -1968 -2981 6755
-808 -3392 -3151; -2502 -3274 6547
-921 -3462 -2898; -2729 -3507 6291
-1010 -4086 -2652; -2780 -3651 5951
-1961 -4796 -2069; -3000 -3708 5566
-2499 -5518 -1691; -3195 -3679 5131
-2703 -5345 -897; -3296 -3578 4731
-2595 -5376 -337; -3327 -3411 4312
-2413 -5844 -786; -3422 -3117 3844
-2296 -6104 -1264; -3608 -2749 3399
-2468 -6760 -991; -3547 -2349 2975
-2989 -7252 -1030; -3133 -1833 2569
-2841 -7166 -1053; -2602 -1256 2202
-2700 -7116 -1101; -2113 -692 1848
-2513 -6969 -1911; -1887 -97 1502
-2450 -6828 -2678; -2071 474 1149
-2375 -6612 -3128; -2433 969 779
-2286 -6132 -3608; -2579 1448 431
-2267 -5896 -3793; -2453 1886 87
-2608 -5922 -3901; -2370 2243 -262
-2837 -5597 -4421; -2496 2565 -608
-2747 -5267 -4465; -2618 2846 -962
-2918 -4600 -4342; -2813 3084 -1313
-2977 -3952 -4252; -3011 3297 -1658
-2765 -3573 -4050; -2782 3488 -2019
-2354 -3087 -4015; -2000 3670 -2380
-2374 -2820 -4144; -1058 3825 -2775
-2407 -2974 -4376; -269 3925 -3220
-2313 -2839 -4530; 219 3966 -3639
-2273 -3026 -4315; 510 3955 -4039
-2101 -3108 -4047; 695 3931 -4413
-1898 -3086 -3871; 888 3909 -4721
-1836 -2971 -3276; 1169 3864 -4981
-1496 -3155 -2544; 1536 3811 -5208
-1430 -3309 -2291; 1629 3785 -5397
-1254 -3400 -2019; 1211 3749 -5526
-979 -3507 -1706; 572 3738 -5589
-616 -3898 -1400; 60 3796 -5571
-732 -4468 -1066; -362 3916 -5469
-465 -4795 -783; -653 4036 -5292
100 -4794 -257; -560 4145 -5050
495 -4522 -424; -99 4266 -4795
613 -4351 -472; 463 4335 -4567
534 -4437 -566; 1152 4340 -4340
302 -4206 -808; 1721 4283 -4073
170 -3397 -554; 2094 4144 -3794
-323 -3155 -677; 2219 3977 -3546
-828 -3009 -1012; 2123 3812 -3288
-1345 -2502 -953; 2037 3584 -2957
-1798 -2497 -1354; 1928 3309 -2586
-1804 -2254 -1729; 1809 3031 -2199
-2368 -2045 -1956; 1753 2724 -1772
-2667 -1928 -1841; 1671 2397 -1321
-2839 -1913 -1860; 1642 2073 -833
-2840 -2003 -1934; 1619 1745 -334
-2896 -2212 -1874; 1558 1405 177
-2795 -2463 -2111; 1446 1090 727
-2400 -2746 -2202; 1285 777 1283
-2126 -2934 -2294; 1090 453 1841
-1669 -3211 -2382; 845 146 2407
-1213 -3187 -2662; 640 -169 2957
-797 -3285 -2708; 505 -493 3484
-333 -3331 -3051; 462 -795 4001
389 -3925 -2971; 482 -1092 4482
735 -4319 -2803; 511 -1374 4940
1075 -5007 -2661; 503 -1612 5381
1678 -5275 -2794; 470 -1838 5791
2026 -5442 -2817; 432 -2053 6176
2534 -5647 -3404; 480 -2224 6528
3121 -6064 -3724; 631 -2382 6837
3638 -6361 -4144; 838 -2521 7118
3619 -6654 -4329; 1052 -2600 7380
3364 -6890 -3759; 1048 -2671 7612
2861 -7261 -2929; 713 -2717 7799
1637 -7257 -1937; 277 -2731 7910
413 -7354 -1691; -152 -2758 7950
407 -6895 -1626; -758 -2838 7954
531 -6036 -1946; -965 -2888 7884
25 -6237 -2036; -419 -2827 7687
-1088 -5073 -1189; 306 -2722 7447
-1583 -3921 -543; 396 -2543 7116
-1673 -2977 -605; -434 -2375 6622
