-2322 3811 2639; 1935 -3221 184
-134 3936 -906; 71 -774 93
-102 4015 -936; 16 -792 99
-100 4099 -924; 18 -812 102
-115 4130 -838; 67 -834 103
-118 4121 -745; 123 -849 104
-80 4065 -648; 184 -864 105
-40 3975 -517; 249 -878 105
30 3940 -503; 285 -887 106
75 3986 -501; 269 -894 110
102 4029 -429; 224 -904 114
59 4044 -376; 201 -910 116
-1 4058 -335; 205 -914 116
-49 4124 -283; 186 -918 115
-46 4165 -301; 142 -919 111
35 4207 -351; 91 -920 109
112 4211 -372; 63 -922 103
141 4201 -365; 71 -925 98
79 4178 -384; 109 -926 93
5 4138 -310; 177 -931 91
-84 4089 -334; 223 -932 89
-86 4078 -364; 174 -931 90
0 4184 -465; 49 -937 90
86 4275 -578; -38 -944 85
143 4330 -610; -20 -951 82
149 4247 -584; 75 -958 81
124 4107 -582; 178 -965 83
89 3983 -554; 265 -970 86
89 3968 -535; 322 -976 94
115 4027 -478; 370 -982 104
119 4093 -359; 436 -984 114
156 4117 -256; 489 -987 123
209 4095 -216; 503 -983 132
264 4075 -232; 471 -981 136
276 4155 -295; 422 -978 143
308 4204 -360; 400 -974 147
315 4213 -353; 404 -971 146
310 4174 -329; 419 -967 149
327 4053 -286; 443 -963 151
302 3906 -268; 461 -955 156
285 3802 -357; 454 -946 162
250 3755 -390; 429 -936 174
219 3697 -359; 398 -930 190
202 3646 -372; 398 -921 204
220 3628 -329; 416 -910 220
244 3582 -348; 408 -901 238
277 3568 -375; 369 -890 256
316 3597 -478; 298 -880 274
347 3665 -526; 226 -872 290
351 3691 -565; 165 -865 305
329 3711 -581; 144 -858 317
296 3747 -652; 160 -854 327
264 3793 -728; 153 -845 338
292 3910 -807; 104 -842 346
282 4069 -789; 105 -839 349
227 4187 -797; 128 -834 350
137 4215 -800; 125 -833 349
49 4189 -865; 89 -831 342
-5 4202 -992; 23 -828 335
-36 4327 -1047; -55 -832 328
-144 4687 -1191; -124 -843 300
-95 4836 -1138; -57 -848 280
-39 4861 -1077; 71 -851 258
43 4675 -1013; 218 -849 232
65 4448 -904; 321 -847 212
63 4260 -838; 337 -842 197
-13 4164 -881; 262 -834 186
-95 4148 -947; 162 -827 177
-118 4149 -1012; 102 -820 172
-145 4174 -1058; 93 -814 168
-170 4185 -999; 107 -808 163
-252 4169 -922; 102 -804 159
-273 4129 -947; 51 -796 159
-304 4112 -983; -27 -789 156
-256 4147 -1077; -78 -786 153
-173 4189 -1140; -50 -779 150
-88 4169 -1146; 51 -775 145
-18 4179 -1069; 148 -771 146
76 4152 -972; 195 -764 146
93 4047 -906; 205 -757 142
61 4006 -917; 192 -750 138
21 4062 -985; 120 -739 139
-23 4143 -1043; 44 -730 135
-42 4174 -1065; 24 -724 129
-50 4180 -1054; 46 -718 127
-61 4095 -1085; 97 -708 121
-98 4039 -1125; 148 -701 117
-133 4018 -1125; 125 -697 116
-142 4019 -1158; 94 -692 116
-148 3974 -1160; 104 -687 114
-177 3958 -1121; 133 -682 114
-186 3953 -1106; 143 -675 115
-150 3905 -1066; 117 -669 114
-120 3851 -1063; 79 -664 115
-91 3828 -1114; 40 -656 116
-53 3791 -1191; 12 -649 117
-47 3754 -1219; 6 -647 118
-51 3749 -1273; 17 -646 124
-82 3733 -1297; 39 -644 130
-92 3729 -1298; 56 -645 136
-66 3748 -1322; 64 -648 138
-7 3753 -1369; 68 -648 142
10 3789 -1416; 80 -652 149
-2 3792 -1418; 105 -655 148
-45 3795 -1458; 135 -659 148
-83 3767 -1442; 180 -662 150
-91 3736 -1405; 220 -666 150
-86 3719 -1396; 224 -672 149
-43 3724 -1434; 156 -680 143
36 3856 -1471; 0 -690 136
140 4143 -1552; -170 -697 123
295 4406 -1549; -235 -707 102
420 4522 -1488; -153 -716 75
501 4529 -1465; 35 -718 48
497 4387 -1403; 230 -719 22
442 4157 -1347; 370 -720 -4
361 4048 -1293; 419 -718 -21
256 4012 -1159; 364 -719 -33
173 4004 -1089; 297 -718 -43
117 4024 -1040; 288 -713 -50
76 4006 -1017; 284 -708 -53
83 3977 -1077; 258 -699 -59
180 4004 -1154; 249 -691 -59
354 4040 -1169; 294 -685 -59
456 4008 -1135; 418 -678 -59
513 3864 -1050; 587 -668 -52
513 3639 -946; 725 -659 -42
476 3495 -940; 754 -646 -31
459 3538 -989; 655 -636 -12
427 3675 -1002; 531 -627 5
420 3774 -1021; 459 -617 17
411 3835 -1070; 422 -606 28
393 3920 -1118; 373 -599 34
359 4002 -1256; 316 -590 35
358 4069 -1443; 311 -581 36
392 4173 -1523; 373 -578 35
421 4144 -1600; 444 -577 32
404 4087 -1607; 548 -579 30
363 4025 -1584; 679 -580 28
332 3968 -1535; 755 -577 26
273 3895 -1523; 719 -584 32
216 3773 -1520; 654 -587 32
190 3679 -1529; 584 -585 35
171 3848 -1616; 465 -585 41
188 3945 -1906; 339 -591 45
235 3904 -1782; 487 -592 47
232 3915 -1861; 782 -591 53
222 3706 -1892; 995 -591 62
157 3582 -1955; 1092 -596 76
86 3517 -2009; 1120 -599 88
-15 3564 -2034; 1112 -604 100
-69 3652 -2099; 1137 -606 116
-65 3558 -2099; 1259 -607 132
4 3378 -2097; 1393 -609 148
62 3213 -2116; 1458 -607 168
95 3115 -2135; 1401 -603 190
53 3136 -2139; 1279 -604 211
-4 3184 -2185; 1157 -601 230
-134 3266 -2272; 1047 -594 248
-236 3331 -2311; 987 -589 266
-251 3291 -2278; 983 -587 278
-232 3225 -2271; 971 -576 285
-197 3227 -2361; 911 -563 296
-142 3153 -2474; 855 -554 302
-86 3168 -2508; 894 -540 307
-22 3248 -2460; 966 -527 316
33 3206 -2347; 1000 -513 322
76 3160 -2373; 1035 -493 325
62 2991 -2391; 1059 -470 331
42 2790 -2405; 1056 -452 338
-25 2703 -2472; 1029 -425 346
-154 2667 -2520; 959 -395 356
-234 2605 -2472; 880 -370 367
-241 2616 -2411; 801 -342 379
-149 2680 -2419; 725 -313 387
-47 2738 -2526; 695 -281 391
37 2787 -2644; 735 -243 394
53 2801 -2660; 797 -215 396
68 2769 -2600; 798 -188 391
69 2747 -2566; 712 -160 387
78 2763 -2666; 554 -129 378
70 2750 -2732; 402 -107 364
55 2837 -2709; 294 -90 355
64 2969 -2784; 226 -70 345
87 3028 -2940; 234 -50 327
96 3051 -2999; 314 -39 312
78 3038 -3162; 385 -26 295
89 2916 -3258; 453 -23 276
143 2813 -3255; 496 -28 258
172 2793 -3295; 429 -34 245
203 2798 -3367; 261 -44 228
210 2881 -3416; 137 -61 213
145 2913 -3407; 186 -78 202
123 2811 -3317; 370 -97 186
137 2770 -3271; 517 -115 175
89 2780 -3304; 514 -131 166
30 2708 -3287; 434 -157 156
-37 2670 -3337; 372 -178 144
-47 2723 -3421; 360 -200 139
-24 2754 -3320; 375 -229 136
12 2820 -3367; 367 -253 131
96 2945 -3458; 358 -272 126
617 3431 -3379; 459 -388 222
316 2061 -3220; 926 -710 560
908 -388 -6441; 723 -454 275
560 4644 -2570; 568 -740 566
-11 3298 -2398; 781 -817 593
392 934 -4698; 809 -611 340
543 4066 -3171; 586 -726 503
220 3518 -2392; 751 -815 553
608 1704 -3724; 919 -698 381
1020 3601 -3055; 730 -717 477
769 3346 -2175; 591 -784 529
822 1841 -2991; 531 -719 408
851 3092 -2956; 439 -696 470
519 2941 -2421; 510 -729 515
514 1803 -2784; 623 -684 447
609 2916 -2411; 457 -647 497
348 2777 -2905; 85 -648 527
175 2317 -2909; 50 -638 486
198 2727 -2932; 287 -609 518
207 2690 -3040; 377 -580 526
167 2253 -3189; 305 -578 492
193 2728 -3342; 332 -571 511
281 2795 -3426; 520 -554 523
264 2328 -3242; 523 -554 467
161 2780 -3334; 389 -549 467
140 2780 -3314; 407 -542 462
70 2443 -3266; 482 -542 410
-20 2682 -3405; 459 -534 394
58 2009 -3328; 429 -530 390
36 2073 -3108; 315 -532 387
183 2141 -3428; 177 -516 369
247 2405 -3463; 25 -516 366
140 2482 -3449; 29 -523 374
0 2313 -3564; 115 -514 365
-131 2172 -3513; 159 -515 354
-171 2179 -3475; 91 -523 358
-228 2140 -3513; -69 -528 361
-332 2242 -3520; -190 -536 356
-315 2234 -3441; -103 -540 354
-191 2144 -3369; 99 -534 352
-78 2234 -3309; 157 -526 355
26 2251 -3194; -53 -526 345
-4 2366 -3360; -358 -521 336
-44 2441 -3499; -573 -522 336
-72 2469 -3537; -703 -527 324
-32 2443 -3259; -805 -520 312
30 2387 -3230; -735 -492 308
64 2469 -3064; -641 -475 308
114 2574 -3069; -666 -461 293
19 2594 -3103; -748 -439 274
-51 2583 -3209; -818 -414 268
-150 2516 -3176; -784 -389 264
-90 2469 -3031; -613 -360 265
-42 2640 -3031; -492 -331 259
-25 2645 -3002; -529 -309 249
-107 2826 -3137; -650 -288 236
-158 2609 -3199; -815 -275 214
-217 2729 -3189; -843 -265 219
-157 2701 -3126; -652 -243 224
-228 2644 -2891; -537 -237 213
-276 2781 -2987; -518 -224 213
-387 2719 -2938; -562 -214 213
-510 2704 -2997; -665 -213 204
-484 2764 -3054; -769 -212 206
-412 2752 -2886; -790 -218 215
-388 2849 -2798; -750 -213 227
-369 2914 -2755; -695 -212 238
-436 3001 -2733; -656 -217 249
-477 3025 -2888; -660 -218 258
-562 3051 -2915; -810 -228 255
-552 3062 -2912; -893 -242 268
-417 3212 -2741; -772 -245 292
-396 3435 -2884; -603 -250 291
-394 3278 -2777; -353 -271 283
-429 3256 -2546; -96 -287 287
-496 3259 -2496; -43 -280 289
-522 3222 -2450; -100 -289 277
-609 3337 -2586; -193 -311 259
-676 3485 -2805; -101 -322 250
-931 4039 -3164; 264 -340 237
-1413 5858 -4530; 1110 -359 206
-2231 4275 -4667; 3748 -399 150
-572 -1050 -70; 7794 -425 212
-16 2812 -1050; 4160 -272 364
-144 2690 -2692; -1022 -293 184
596 2436 -2166; -153 -371 219
408 2958 -2690; 884 -292 351
36 2581 -3069; 478 -191 274
-343 2793 -2830; 363 -195 275
-399 3010 -3757; 436 -175 313
-405 2919 -3427; 351 -187 283
-22 2739 -2967; 272 -188 254
19 3161 -3323; 53 -165 242
141 2763 -3213; 137 -181 209
188 2593 -2976; 317 -204 173
212 2692 -3313; 264 -185 148
181 2406 -3139; 204 -177 107
107 2419 -3171; 129 -170 79
143 2435 -3419; 53 -171 52
172 2465 -3369; 69 -187 20
297 2321 -3286; 213 -185 0
251 2307 -3321; 251 -176 -7
224 2335 -3375; 145 -182 -23
142 2452 -3561; 183 -192 -19
205 2377 -3670; 319 -200 -23
276 2019 -3581; 458 -211 -31
467 1829 -3496; 596 -223 -12
494 2115 -2844; 465 -235 16
630 1889 -3622; 0 -221 -9
588 2010 -3319; -33 -244 0
504 2181 -3173; 130 -258 35
459 1904 -3593; 38 -224 14
401 2170 -3311; -31 -233 18
317 2310 -3285; 5 -245 37
268 2158 -3717; -16 -220 17
159 2350 -3677; -36 -226 18
251 3248 -4240; -5 -244 7
-37 2131 -3989; -110 -261 -83
-62 3658 -3701; 120 -271 -61
-275 2838 -3367; 152 -260 -136
-425 2196 -3148; -20 -261 -257
-418 1412 -3174; 19 -272 -241
472 2186 -2673; 192 -282 -164
1074 2298 -3176; 96 -200 -197
611 2400 -3735; -695 -207 -260
-185 2259 -3310; -127 -259 -192
-428 2260 -4073; 78 -246 -180
-926 2002 -3658; 282 -206 -160
-395 -342 -2480; 614 -226 -93
-333 2930 -2636; -448 -254 -28
60 1955 -3719; -601 -203 -53
191 1777 -2419; 14 -221 -1
284 2004 -2884; 275 -150 86
101 2142 -3324; 64 -89 113
-15 2278 -3098; 186 -107 137
-50 2252 -3617; 425 -80 182
-44 2238 -3824; 456 -45 202
-35 2103 -3573; 452 -58 212
-103 2124 -3582; 427 -62 235
-185 2245 -3839; 305 -59 243
-258 2298 -3537; 254 -85 237
-312 2297 -3521; 229 -92 230
-322 2340 -3471; 150 -81 223
-430 3120 -2988; 80 -85 203
-761 2095 -2595; 138 -61 160
-1019 2099 -2742; 114 -5 138
-1323 2672 -2548; -84 9 141
-938 2029 -3436; 89 44 100
-582 1787 -3169; 307 81 88
-137 2741 -3359; 120 69 105
-594 3071 -3618; -31 90 88
-687 2064 -3646; 206 109 51
-441 2328 -3464; 354 109 58
-578 2072 -3252; 253 116 100
-432 2886 -3396; -43 132 89
-298 2439 -3117; 108 123 70
107 2384 -3668; 275 101 65
77 2270 -3584; 290 79 61
24 2679 -3995; 249 78 105
-97 2182 -3844; 292 74 118
22 2294 -3804; 342 31 124
-17 2327 -3825; 450 -9 149
148 1746 -3310; 669 -35 162
440 1849 -3306; 546 -57 191
77 2568 -3042; 362 -96 224
149 1427 -2829; 259 -114 187
45 2015 -3081; 145 -84 203
-156 3374 -2962; -22 -104 278
-224 2687 -3362; -107 -114 225
-129 3105 -3810; -82 -108 212
-312 3576 -3860; -111 -141 236
-308 2835 -4003; -114 -171 176
-169 2838 -4063; -53 -184 156
-138 4335 -4028; 51 -216 161
5 2084 -3901; 144 -270 61
429 2803 -4002; 310 -307 31
409 3190 -3612; 376 -308 25
457 2624 -3325; 190 -332 -111
138 1868 -3208; -11 -335 -171
-63 2754 -2461; -6 -334 -134
13 3107 -3239; 209 -253 -183
-281 1721 -2632; 52 -261 -292
26 1422 -3106; -240 -247 -314
562 2339 -3311; -437 -234 -285
856 2044 -2865; -385 -269 -327
617 2531 -3341; -276 -212 -297
413 2675 -3063; -152 -148 -227
432 2161 -3459; -134 -146 -242
434 2368 -3560; -170 -138 -213
197 3221 -3527; -93 -133 -151
41 3081 -3677; 153 -109 -168
-96 2779 -3787; 314 -93 -183
-81 2112 -3549; 463 -88 -158
-276 2583 -3440; 238 -87 -123
-322 2382 -3333; 74 -73 -129
-316 2219 -3073; 163 -59 -123
-380 2303 -2968; 172 -38 -93
-425 2158 -3024; 65 -13 -98
-366 2340 -2970; 27 5 -91
-347 2533 -3074; 22 25 -72
-355 2420 -3264; -33 47 -77
-390 2492 -3254; -36 57 -79
-31 3417 -3380; -65 60 -103
-366 2208 -3978; -260 24 -239
4 1608 -3372; 119 19 -148
287 1700 -2777; -160 20 -107
107 2666 -3267; -715 35 -132
-93 2466 -2751; -573 10 -134
-309 2209 -3010; -191 14 -116
-681 2129 -3484; 116 64 -72
-1018 2455 -3367; 128 42 -47
-1691 2868 -3359; 174 24 -43
-1474 2431 -4274; 544 43 -59
-1230 2251 -2636; 736 -40 -44
-823 2522 -2853; 357 -65 -42
-766 2651 -2953; 132 -8 -28
-40 1979 -2658; 247 6 -25
58 2285 -2911; 73 15 -35
-110 2523 -3118; 293 33 -23
19 1788 -3156; 433 30 -40
-48 2239 -3216; 116 18 -32
-413 2635 -3316; -30 62 -11
-775 2349 -2579; 156 87 -29
-652 2240 -3557; 218 101 -33
-758 2696 -3262; 121 44 -21
-735 2568 -3220; 190 21 -27
-581 2622 -3395; -21 27 -56
-740 2713 -3043; 32 0 -61
-698 2751 -3033; 250 -2 -63
-789 2534 -2640; 224 -1 -103
-815 2829 -3216; 237 -1 -111
-895 2819 -2679; 234 -1 -145
-657 2022 -3129; 164 -1 -204
-728 2930 -3055; 220 -6 -138
-737 2781 -3064; 339 -34 -146
-599 2121 -3241; 192 0 -215
-482 2789 -3649; 152 -12 -183
-365 2183 -3194; 236 -35 -163
-233 2274 -3492; 308 -28 -176
49 1985 -3165; 288 -26 -152
437 2039 -3119; 12 -44 -125
355 2762 -3417; -34 -44 -94
304 2495 -3296; 273 -56 -94
119 1726 -3138; 434 -63 -91
38 2370 -3257; 323 -53 -31
-110 2440 -3351; 2 -68 -6
-126 2261 -3437; -132 -85 -15
-46 2697 -3539; -10 -86 35
21 2408 -3628; -44 -94 40
163 2306 -3732; -159 -114 30
214 2642 -3825; -147 -126 64
204 2376 -3860; -147 -142 60
214 2327 -3853; -210 -160 50
243 2547 -3828; -191 -174 65
323 2061 -3953; -183 -196 15
329 2276 -4199; -171 -236 -88
237 3474 -3956; 61 -249 -32
136 2270 -3620; -65 -264 -171
154 2469 -3335; -350 -282 -273
96 508 -3564; -333 -285 -288
615 257 -2806; -341 -299 -299
1300 2760 -3324; -235 -293 -197
539 2593 -3965; -277 -257 -331
299 888 -3363; -106 -300 -411
910 1475 -3440; 388 -271 -279
546 2332 -3912; -145 -207 -233
341 1721 -3124; -400 -237 -300
476 1987 -3269; -45 -233 -250
427 2318 -3714; -70 -187 -212
431 1909 -3480; -30 -181 -250
549 2218 -3699; 114 -166 -225
408 2114 -3883; 26 -144 -185
316 1913 -3780; -8 -136 -182
248 2268 -3677; 81 -120 -147
240 1974 -3701; 8 -100 -141
238 1777 -3609; -40 -95 -138
233 2025 -3561; 15 -80 -100
225 1851 -3670; 7 -57 -88
224 1829 -3623; -32 -43 -82
187 2025 -3586; -11 -28 -50
138 1923 -3642; 9 -7 -47
113 1969 -3611; 2 11 -45
56 2160 -3632; -12 27 -30
46 2118 -3667; -21 46 -35
79 2955 -4318; 27 65 -33
-98 2578 -3804; -55 55 -41
5 1623 -3683; -126 49 -102
90 2020 -3829; 39 102 -20
125 2444 -3768; 107 100 -20
-349 2333 -3294; -2 97 -91
-112 1320 -2993; 137 146 -95
-334 1741 -3169; 14 174 -110
-346 2193 -3453; -76 160 -97
-49 1306 -3201; -1 158 -154
-115 2404 -3319; 27 166 -84
-67 2109 -3449; 100 200 -72
18 2155 -3361; 225 203 -102
-112 2393 -3070; 328 202 -85
-58 1861 -3481; 297 230 -102
-83 1990 -3507; 102 229 -105
-267 2333 -3350; 141 217 -88
-247 2125 -3314; 212 233 -109
-191 1817 -3444; -9 240 -140
-313 2373 -3177; 22 227 -103
-286 2077 -3277; 110 233 -116
-158 1919 -3376; 51 244 -143
-219 2344 -3198; 66 234 -117
-21 3268 -3846; 112 233 -126
286 2427 -4162; 66 195 -154
-236 1363 -3173; 1 165 -258
-298 2123 -3699; 135 194 -192
-7 1745 -3449; -23 175 -202
161 2638 -2956; -283 108 -244
173 2601 -3704; -450 126 -228
-54 2089 -3656; -403 118 -266
-270 2218 -2812; -328 43 -249
-352 2922 -3029; -465 66 -245
-453 2857 -3818; -252 98 -279
-114 1231 -3055; 571 18 -280
-175 1840 -2440; 741 -12 -202
15 2105 -3387; 193 80 -227
95 2189 -2969; 185 50 -243
-10 1953 -2534; 551 -4 -190
-95 1727 -3196; 499 56 -175
-172 1832 -3284; 144 69 -146
-365 2265 -2817; -38 22 -84
-439 1947 -3426; 21 48 -65
-412 2001 -3612; 4 63 -34
-556 2230 -3209; -1 23 21
-659 2009 -3599; 39 29 47
-629 2143 -3835; 1 32 78
-620 2527 -3808; -36 -14 111
-512 2229 -3919; -29 -40 101
162 3377 -3495; -6 -39 118
-345 1239 -4187; -213 -65 18
-111 1749 -3454; -34 -131 118
103 2314 -3380; -463 -129 173
3 3285 -3682; -1180 -131 91
-563 4194 -4689; -745 -155 77
-287 1735 -3364; 665 -211 56
-364 1417 -3212; 580 -201 67
-551 3229 -3674; -99 -162 142
-152 2875 -3553; -95 -232 120
-322 3180 -3666; 142 -254 101
-156 2291 -3659; 206 -218 119
-45 2431 -3320; 114 -206 160
-241 2866 -3099; -14 -220 196
-224 2644 -3648; -9 -210 198
-141 1989 -3650; 226 -204 220
-246 2423 -3732; 247 -222 266
-65 2103 -3808; 321 -230 280
59 1734 -3744; 384 -260 292
206 2028 -3595; 315 -273 331
409 1973 -3409; 186 -270 352
406 1758 -3213; 207 -279 364
228 1575 -3132; 342 -291 393
24 2440 -2679; 353 -294 429
-57 1663 -2920; 314 -278 418
-39 1905 -2945; 252 -270 431
-221 2431 -2821; 248 -278 484
-292 2209 -3021; 183 -262 466
-251 3400 -3431; 58 -255 455
-148 3628 -3216; -54 -298 415
-283 3513 -3784; -172 -349 304
-212 4034 -4255; 8 -322 271
-358 4173 -3818; -80 -366 176
-660 2449 -3455; -431 -429 18
72 1509 -3487; -454 -427 -9
460 4104 -3512; -2 -437 115
825 2256 -3521; -228 -467 -65
271 2968 -3542; -587 -495 -136
-109 2635 -3516; 329 -464 -42
241 563 -3494; 472 -433 -77
47 1421 -3068; -316 -445 -23
430 2418 -2870; -770 -419 46
411 2462 -3001; -381 -384 28
945 1070 -2894; -50 -361 -14
813 2487 -2975; -59 -331 66
705 2245 -3145; 94 -273 88
900 1958 -3170; 54 -252 33
1046 2721 -3175; 54 -240 78
994 3173 -3142; 204 -207 86
793 2161 -3318; 272 -172 11
613 2774 -3189; 70 -163 11
253 3228 -3304; -79 -149 25
216 2574 -3397; -36 -123 -36
105 2762 -3230; 18 -114 -40
-16 2877 -3218; 28 -101 -31
45 2444 -3239; 1 -83 -68
72 2653 -3206; 10 -70 -64
25 2717 -3151; 48 -57 -51
5 2335 -3066; 55 -37 -75
238 3135 -3380; -7 -34 -103
25 2646 -3565; -94 -43 -181
-238 2184 -3561; 237 -45 -139
356 1004 -3226; -34 -52 -174
-36 3500 -3380; -338 -50 -100
-11 2569 -3421; -269 -74 -124
0 1570 -3092; -128 -110 -174
-1 2848 -3316; -52 -92 -34
-622 2928 -4167; -293 -69 -27
-1377 3047 -3639; 173 -76 -54
48 916 -4280; 848 -69 -22
-851 1676 -2306; 518 -118 -102
-452 1744 -1879; 154 -57 126
348 1572 -2491; 284 -34 -41
52 2030 -1820; 92 -97 -37
-138 2159 -2650; -15 -67 -6
-97 2369 -3008; 51 3 -36
-305 2262 -2410; 233 -5 -29
-334 2298 -3023; 109 34 -28
-356 2499 -3174; -77 74 -20
-354 2310 -2690; 17 56 -31
-118 2343 -2879; 130 77 -41
2 2630 -3082; 88 110 -30
-4 2427 -2723; 59 99 -46
-1 2347 -2850; 61 114 -58
-62 2473 -3054; 36 141 -52
-167 2254 -2833; 0 134 -63
-224 2180 -2869; -6 143 -67
-28 3028 -3899; -25 161 -58
364 2451 -3027; -87 102 -103
1082 1587 -4282; -31 113 -86
1074 2256 -3392; -278 79 69
579 2613 -3061; -677 15 -91
93 3096 -4041; -471 16 -47
-250 2849 -4420; 124 4 -21
-654 1967 -3781; 767 -50 -62
-673 1677 -3399; 739 -95 -50
-598 2764 -3766; 235 -126 43
-564 1976 -2662; 261 -176 49
-221 1299 -2604; 312 -186 -4
273 1478 -2370; -205 -168 30
151 2380 -2590; -261 -141 115
331 2680 -2537; 516 -119 146
499 2057 -2485; 286 -114 100
391 2141 -2969; 77 -58 134
273 2668 -3005; 141 -33 202
252 2295 -2803; 22 -53 174
292 2449 -3205; -46 -34 169
260 2737 -3335; 15 -20 209
233 2142 -3056; 22 -42 182
304 2218 -3247; -17 -32 180
276 2625 -3278; -13 -22 213
277 2319 -3003; -8 -43 194
341 2398 -3128; -9 -40 192
286 3455 -3732; -24 -32 213
275 2638 -3389; -104 -63 166
305 2740 -3479; -164 -79 130
116 1520 -3969; -144 -76 143
71 2205 -3079; -314 -135 145
151 2885 -2904; -447 -155 148
686 2204 -3004; -307 -123 79
509 2600 -2542; -408 -158 65
566 2311 -2423; -355 -168 79
582 3535 -4969; 227 -149 37
260 2694 -2828; 734 -275 -55
46 1131 -2209; 255 -325 -90
-190 2646 -3930; 674 -165 54
112 1715 -1501; 645 -253 10
208 1733 -1768; 102 -302 -70
351 2886 -2840; 110 -158 -18
368 1892 -2464; 327 -143 -52
480 1463 -2435; 369 -161 -98
418 2905 -2820; -111 -118 -55
275 2767 -3334; -217 -91 -93
453 2184 -3177; -116 -110 -162
319 2718 -3260; -8 -112 -141
207 2672 -3455; 124 -90 -158
191 2431 -3213; 149 -103 -205
39 2810 -3248; 180 -102 -191
-54 2681 -3437; 194 -82 -201
-36 2488 -3351; 128 -86 -235
-14 2879 -3371; 106 -80 -221
28 3071 -3625; 143 -61 -223
170 3118 -3550; 140 -61 -267
87 2765 -3873; 145 -67 -310
46 3208 -3835; 222 -85 -297
-30 1815 -3975; 279 -102 -336
-139 3084 -3608; 373 -127 -287
-27 2878 -4148; 428 -135 -287
-343 2917 -3469; 286 -168 -331
-406 2367 -3531; 72 -240 -330
-926 2895 -4333; 314 -186 -291
-543 1865 -3102; 702 -178 -275
-505 2023 -2705; 159 -232 -284
-480 2680 -3082; 104 -191 -232
-5 2154 -3438; 357 -139 -224
-50 2454 -3049; 534 -145 -253
-94 2679 -3188; 767 -119 -221
44 2371 -3540; 730 -64 -237
-106 2382 -3358; 519 -62 -231
-228 2718 -3622; 413 -48 -200
-407 2132 -3917; 474 -12 -210
-469 2243 -3766; 405 -20 -209
-559 2480 -3872; 332 -17 -182
-547 2131 -3933; 343 -8 -190
-444 2174 -3770; 384 -9 -190
-471 2499 -3752; 423 -3 -166
-454 2277 -3766; 435 10 -169
-413 2121 -3693; 440 14 -175
-363 2719 -3934; 482 25 -160
-167 2845 -4245; 489 31 -185
-166 2255 -3968; 454 15 -233
-197 3038 -4119; 601 35 -190
-182 2313 -3814; 624 31 -252
670 13 -3274; 504 23 -315
412 1687 -3843; 272 47 -190
182 2409 -3610; 110 40 -122
50 1812 -3301; -71 35 -199
-291 2443 -3890; -39 79 -130
-513 2499 -3663; 157 85 -74
-467 1624 -3734; 267 89 -125
-235 2161 -3916; 184 113 -96
-162 2274 -3808; 87 104 -63
-130 1949 -3946; 50 106 -99
-149 2272 -3977; 7 115 -102
-251 2131 -3790; 45 119 -103
-226 1951 -3819; 214 123 -128
-203 1862 -3856; 179 127 -142
-193 1800 -3873; 92 128 -147
-138 1966 -3994; 64 127 -149
-82 2026 -3870; -41 119 -148
33 2107 -4055; -304 115 -154
-231 1995 -3932; -416 108 -159
-253 1970 -4046; -535 101 -149
-161 1895 -4140; -906 85 -127
-243 1676 -4125; -953 74 -120
-357 1506 -4042; -744 71 -110
-347 1731 -4011; -530 58 -83
-144 2038 -4108; -325 49 -56
-47 2029 -3992; -47 38 -32
-38 2056 -3779; 92 14 -22
53 2091 -3821; 13 -7 -20
99 2192 -3915; -174 -23 -11
150 2279 -3789; -429 -53 -1
154 2250 -3679; -643 -82 -3
164 2278 -3566; -664 -104 5
311 2189 -3511; -480 -122 19
353 2104 -3504; -248 -131 33
329 2066 -3430; -110 -141 47
337 2132 -3420; -56 -152 61
378 2193 -3451; 32 -153 74
366 2274 -3389; 109 -153 86
328 2337 -3488; 84 -156 91
250 2354 -3622; 16 -155 81
214 2370 -3601; 18 -161 75
246 2267 -3501; 57 -165 73
267 2116 -3436; 28 -165 62
196 2009 -3365; -104 -166 49
170 1958 -3213; -282 -175 45
202 1971 -3087; -470 -174 54
221 2001 -2996; -630 -172 63
243 2126 -2940; -714 -168 72
288 2303 -2839; -674 -166 90
391 2299 -2785; -492 -157 112
414 2389 -2977; -266 -146 131
456 2417 -3227; -93 -142 149
458 2479 -3497; -34 -149 165
550 2654 -3615; -26 -167 178
444 2591 -3916; -29 -184 187
364 2687 -3879; 50 -208 194
612 2633 -3459; 228 -230 188
568 2554 -3749; 293 -233 180
513 2523 -3528; 383 -254 172
484 2168 -3649; 489 -265 148
475 2062 -3957; 483 -257 137
548 2314 -3801; 388 -283 140
502 2397 -3604; 290 -305 120
466 2248 -3833; 311 -298 93
389 2039 -3755; 394 -309 88
160 1939 -3568; 371 -332 86
-394 2827 -3215; 305 -335 87
-292 2438 -3151; 206 -328 52
-300 2057 -3381; -39 -313 10
-340 2586 -3311; -186 -313 25
-406 2632 -2803; -16 -297 8
-297 2600 -3074; 97 -246 -29
-354 3090 -3203; 6 -215 -48
52 2129 -3108; 59 -182 -116
-272 3261 -3287; 346 -106 -114
6 638 -4252; 414 -84 -208
-103 2379 -3086; 273 -209 -269
318 2170 -4049; 287 -134 -128
453 1148 -3506; 290 -111 -273
225 1190 -2405; 20 -201 -238
664 5220 -4140; 131 -105 -137
604 1624 -4344; 335 -32 -127
581 2022 -4275; 230 -42 -157
242 2722 -4182; 408 -24 -59
165 2017 -3908; 397 9 -85
