200 -4117 620; 82 9 -120
2207 873 -3184; 4 -204 617
2225 847 -3201; -60 -199 612
2142 800 -3259; -139 -192 609
2060 748 -3303; -200 -185 603
2016 721 -3332; -232 -180 595
2027 716 -3383; -233 -175 593
2014 712 -3416; -218 -168 591
2076 688 -3413; -189 -165 587
2084 716 -3361; -159 -159 582
2079 768 -3352; -171 -154 577
2041 752 -3345; -224 -145 574
2046 704 -3328; -296 -137 564
1933 681 -3303; -358 -133 558
2004 644 -3295; -402 -124 553
1982 655 -3347; -434 -116 549
1932 678 -3397; -457 -109 543
2019 725 -3480; -442 -104 539
2014 802 -3522; -423 -101 534
2005 858 -3513; -455 -98 525
1898 843 -3477; -540 -96 515
1921 776 -3449; -627 -95 503
1893 742 -3384; -658 -96 498
1933 649 -3379; -650 -93 490
2008 583 -3346; -620 -84 484
2037 584 -3306; -587 -77 485
2044 597 -3369; -553 -69 486
2083 561 -3399; -509 -58 485
2101 564 -3447; -452 -51 488
2052 521 -3426; -393 -43 492
2061 474 -3425; -327 -34 496
2126 534 -3358; -284 -26 502
2120 592 -3313; -283 -18 510
2121 655 -3362; -314 -5 515
2099 817 -3438; -373 3 519
2053 868 -3576; -416 8 519
2135 920 -3685; -434 12 516
2246 924 -3756; -458 11 515
2246 929 -3829; -465 9 510
2157 908 -3810; -434 4 508
2149 937 -3706; -374 -2 508
2101 931 -3663; -301 -5 508
2069 952 -3559; -263 -10 505
2110 919 -3464; -265 -19 504
2180 891 -3472; -288 -21 504
2175 926 -3492; -332 -26 507
2222 957 -3508; -361 -35 509
2291 963 -3529; -365 -41 510
2199 924 -3511; -346 -48 511
2264 866 -3487; -298 -57 513
2324 895 -3466; -265 -66 517
2352 878 -3462; -247 -77 518
2444 918 -3462; -222 -86 524
2526 954 -3434; -211 -98 532
2442 954 -3436; -199 -105 535
2414 949 -3390; -162 -114 540
2420 960 -3308; -105 -123 549
2507 1009 -3293; -64 -128 553
2515 1048 -3328; -85 -131 558
2544 1069 -3379; -170 -136 563
2484 1074 -3452; -237 -144 567
2428 1062 -3425; -239 -153 572
2484 1060 -3366; -193 -160 578
2527 1064 -3260; -166 -166 583
2422 991 -3146; -167 -170 590
2386 958 -3052; -183 -174 599
2428 914 -3057; -230 -177 607
2374 886 -3071; -292 -181 617
2405 821 -3069; -339 -183 629
2354 822 -3086; -352 -185 643
2293 827 -3126; -327 -187 656
2261 831 -3135; -279 -191 671
2324 807 -3126; -248 -195 684
2307 781 -3158; -250 -196 700
2302 756 -3273; -276 -200 713
2356 743 -3345; -306 -206 725
2422 759 -3365; -311 -213 739
2343 739 -3353; -291 -220 753
2352 756 -3281; -275 -230 765
2327 739 -3184; -254 -234 774
2318 714 -3122; -252 -239 784
2276 672 -3095; -300 -240 795
2331 665 -3144; -383 -241 804
2334 649 -3233; -462 -241 815
2403 611 -3308; -484 -244 824
2410 604 -3352; -482 -246 834
2315 595 -3396; -474 -246 846
2292 592 -3407; -444 -247 855
2266 589 -3407; -393 -246 866
2298 646 -3353; -359 -243 878
2285 591 -3299; -342 -239 886
2321 631 -3300; -358 -232 898
2280 611 -3315; -406 -223 909
2237 616 -3368; -472 -221 914
2304 624 -3491; -543 -215 924
2346 615 -3566; -603 -209 935
2211 639 -3613; -630 -204 943
2168 658 -3634; -616 -200 953
2172 602 -3628; -553 -193 965
2120 486 -3573; -488 -184 980
2037 408 -3529; -477 -170 997
2023 355 -3599; -512 -157 1018
1997 301 -3745; -550 -145 1041
2012 365 -3831; -560 -134 1068
2052 338 -3859; -501 -125 1093
1992 317 -3787; -402 -118 1118
1960 331 -3749; -319 -111 1147
1925 235 -3697; -287 -104 1171
1989 200 -3690; -299 -99 1193
1970 261 -3732; -303 -92 1220
2028 256 -3679; -260 -90 1243
2041 279 -3565; -209 -85 1263
1990 350 -3485; -204 -79 1283
1923 289 -3424; -248 -75 1296
1924 195 -3443; -331 -71 1306
1856 54 -3468; -385 -66 1320
1927 -54 -3554; -393 -65 1335
1975 -122 -3650; -384 -61 1350
1975 -206 -3762; -351 -61 1365
2008 -197 -3924; -328 -66 1379
2133 -172 -4048; -302 -76 1388
2259 -180 -4144; -219 -88 1396
2254 -171 -4173; -125 -99 1406
2281 -192 -4135; -75 -115 1414
2250 -255 -4051; -46 -131 1411
2238 -239 -3935; -14 -147 1410
2331 -133 -3855; 39 -158 1407
2470 -52 -3718; 109 -168 1396
2444 2 -3526; 134 -172 1382
2439 83 -3418; 65 -178 1364
2396 27 -3447; -68 -181 1335
2378 -163 -3533; -151 -186 1304
2429 -259 -3567; -102 -193 1277
2483 -289 -3580; 4 -197 1255
2493 -314 -3567; 56 -196 1227
2480 -301 -3427; 71 -200 1201
2503 -250 -3272; 48 -206 1174
2477 -267 -3307; -66 -203 1141
2465 -368 -3311; -220 -203 1103
2398 -396 -3264; -353 -208 1073
2402 -467 -3225; -430 -210 1043
2296 -418 -3320; -463 -206 1012
2390 -357 -3314; -399 -207 981
2474 -405 -3223; -241 -207 949
2398 -418 -3187; -116 -198 923
2325 -432 -3062; -55 -190 893
2379 -422 -2926; -48 -184 863
2260 -376 -2873; -123 -171 837
2187 -437 -2881; -213 -163 809
2247 -583 -2957; -220 -157 776
2259 -580 -3136; -138 -151 752
2360 -433 -3312; -21 -148 725
2428 -366 -3405; 87 -151 691
2516 -389 -3442; 176 -157 655
2475 -472 -3434; 244 -168 621
2587 -513 -3392; 263 -184 582
2534 -562 -3451; 208 -195 548
2417 -649 -3310; 177 -208 516
2417 -735 -3156; 202 -226 482
2485 -665 -3161; 195 -232 452
2427 -640 -3181; 183 -236 427
2418 -721 -3118; 201 -243 398
2432 -768 -3125; 232 -244 373
2290 -837 -3105; 238 -240 358
2188 -1020 -3051; 219 -242 341
2111 -1109 -3169; 178 -239 328
1967 -1121 -3333; 136 -235 323
2053 -1033 -3369; 188 -237 319
2300 -956 -3396; 298 -237 311
2386 -822 -3366; 381 -232 305
2330 -776 -3213; 438 -228 298
2280 -815 -3029; 459 -224 284
2277 -899 -2931; 440 -216 271
2137 -945 -2923; 401 -205 263
2197 -983 -2972; 347 -195 251
2286 -1024 -3078; 300 -178 238
2348 -977 -3119; 276 -164 232
2372 -961 -3125; 262 -155 224
2417 -959 -3170; 287 -140 212
2336 -935 -3102; 350 -129 205
2305 -1053 -2992; 391 -118 192
2295 -1074 -2976; 377 -103 180
2223 -1025 -3059; 273 -85 177
2191 -1066 -3080; 199 -73 170
2224 -1170 -3149; 200 -60 161
2221 -1181 -3216; 235 -48 160
2125 -1212 -3188; 256 -38 160
2095 -1322 -3194; 239 -29 157
2573 -825 -3437; 213 -21 155
2018 -1674 -3151; 135 -20 139
2516 -1069 -3301; 306 -8 164
2583 -1829 -3322; 293 -19 114
2497 -1211 -3788; 223 1 158
2378 -1458 -3612; 269 -18 168
2309 -1968 -3582; 352 -37 130
2153 -1644 -3657; 413 -33 163
2030 -1628 -3236; 448 -49 185
2046 -1793 -3119; 395 -62 168
2001 -1473 -3259; 301 -52 185
2051 -1482 -3105; 273 -63 203
2031 -1593 -3076; 302 -68 193
1981 -1575 -3148; 341 -55 201
1867 -1615 -3028; 387 -61 213
1835 -1678 -3153; 406 -68 221
1826 -1731 -3271; 420 -62 235
1932 -1779 -3251; 396 -70 250
1991 -1670 -3491; 236 -76 266
1889 -1665 -3620; 169 -82 288
1964 -1829 -3424; 294 -94 310
2095 -1887 -3397; 390 -101 334
1921 -1896 -3605; 332 -96 370
1799 -2029 -3509; 341 -100 408
1794 -2169 -3479; 390 -99 446
1713 -2113 -3593; 282 -86 496
1607 -2032 -3603; 161 -77 549
1554 -2000 -3567; 148 -71 594
1582 -1926 -3554; 201 -58 642
1575 -1834 -3511; 277 -45 690
1638 -1816 -3484; 295 -35 730
1637 -1710 -3585; 240 -25 765
1631 -1696 -3629; 136 -22 794
1666 -1698 -3718; 66 -25 816
1691 -1567 -3756; 48 -34 836
1620 -1535 -3757; 72 -47 848
1603 -1493 -3709; 102 -61 851
1564 -1507 -3542; 85 -81 848
1388 -1552 -3527; 0 -97 835
1406 -1488 -3525; -31 -118 817
1433 -1444 -3443; -21 -146 798
1371 -1544 -3422; 18 -165 770
1331 -1584 -3735; 88 -185 741
1283 -1971 -4226; 230 -230 715
1270 -2137 -3471; 471 -279 696
1640 -2561 -3094; 489 -284 680
1781 -1926 -3549; 222 -286 689
2022 -2086 -2972; 135 -334 680
2413 -2138 -2735; 98 -339 651
2165 -1322 -3409; -33 -316 646
1750 -1628 -2995; -64 -339 601
1372 -1817 -2964; -14 -366 544
1052 -1550 -3224; -129 -357 525
1260 -2041 -3303; -256 -364 473
1503 -1874 -3389; -268 -377 435
1665 -1555 -3507; -222 -386 409
1737 -1618 -3292; -156 -403 344
1515 -1611 -3318; -130 -405 287
1429 -1707 -3327; -160 -405 254
1375 -1725 -3227; -254 -410 225
1191 -1917 -3428; -396 -386 188
932 -2011 -3634; -516 -356 161
829 -2009 -3610; -460 -342 147
798 -1984 -3506; -307 -309 140
716 -1933 -3473; -194 -257 136
760 -1869 -3419; -104 -213 137
789 -1674 -3256; -64 -175 147
691 -1728 -3491; -136 -118 153
601 -1795 -3583; -183 -60 159
598 -1691 -3636; -227 -22 173
472 -1690 -3444; -192 17 176
533 -1577 -3651; -38 81 177
498 -1413 -3439; 68 108 186
447 -1409 -3592; 116 122 183
207 -1677 -3854; 100 135 170
14 -1580 -3919; -35 113 177
-131 -1559 -4039; -191 88 178
-274 -1421 -4485; -122 78 169
1013 -1883 -3873; 188 47 169
1377 -1637 -2899; -2 -24 154
1649 -1324 -3472; -302 -7 199
1828 -1553 -3786; -291 -10 211
1635 -1737 -3750; -221 -68 209
1532 -1825 -3819; -5 -71 234
1079 -1721 -3911; 56 -64 258
815 -1771 -3907; 8 -86 288
633 -1807 -3806; 11 -105 320
650 -1759 -3839; 21 -112 345
744 -1847 -3596; 66 -123 371
662 -1628 -3341; 80 -134 398
792 -1670 -3275; 67 -118 413
893 -1608 -3184; 59 -109 420
969 -1571 -3262; 39 -111 432
987 -1599 -3292; 22 -100 445
866 -1615 -3359; -26 -91 447
738 -1669 -3382; -100 -89 447
675 -1679 -3314; -146 -90 454
776 -1748 -3460; -172 -90 457
901 -1673 -3332; -197 -99 462
982 -1666 -3373; -233 -104 466
1071 -1615 -3417; -283 -105 463
1140 -1636 -3363; -315 -120 463
1148 -1559 -3496; -329 -128 462
1133 -1472 -3569; -309 -141 453
1250 -1539 -3472; -277 -166 439
1333 -1507 -3471; -260 -179 429
1417 -1383 -3411; -220 -189 422
1458 -1345 -3353; -208 -211 395
1310 -1340 -3253; -237 -233 365
1147 -1482 -3094; -254 -245 346
782 -1677 -2981; -740 -244 347
591 -1647 -3064; -2310 -243 309
-55 -3428 -1693; -4276 -266 286
25 4087 -4610; -10083 -350 281
1012 -1149 -4116; -12489 -305 382
788 1336 -3928; -4908 -337 253
1515 -632 -3861; -4645 -329 180
1476 782 -3923; -3555 -230 195
1297 133 -3348; -3091 -156 245
1350 -263 -2527; -3144 -172 245
1200 524 -3037; -3873 -138 268
708 1008 -2710; -5714 -101 281
481 2297 -3536; -8151 -106 228
529 2072 -3494; -9728 -122 167
758 3346 -3258; -9014 -174 229
885 3378 -3882; -8178 -140 225
1180 3087 -3037; -6153 -104 184
1270 3754 -3105; -4605 -114 154
1217 3053 -2814; -3603 -80 131
955 3308 -2498; -2925 -63 121
866 2960 -2080; -3049 -78 104
859 3699 -2717; -3255 -45 99
873 3807 -2661; -2385 3 111
896 3352 -2716; -855 15 84
766 3241 -2663; 42 18 68
986 3548 -3131; 283 40 94
959 2154 -816; 791 30 61
790 2501 -2396; 475 63 73
706 3114 -2469; -170 97 123
636 3238 -1762; -36 54 178
548 2702 -2343; 82 102 174
519 3200 -2461; 59 141 206
377 3324 -2086; 81 113 250
309 3962 -3343; 88 130 253
315 3765 -3173; 60 115 249
256 3894 -2751; 225 53 250
347 4243 -3540; 238 62 261
336 3690 -2915; 232 11 201
448 3900 -2748; 270 -46 190
595 3881 -2898; 328 -46 172
453 2901 -2727; 336 -90 116
633 2994 -643; 263 -140 139
761 2789 -2291; -55 -69 172
1034 2081 -746; -821 -97 142
1224 2203 -809; -1994 -145 129
1379 3487 -1773; -3571 -107 178
1429 3063 -950; -4725 -135 196
1289 3251 -604; -5685 -197 167
1044 4268 -733; -6983 -227 169
764 3740 495; -8090 -252 185
620 3420 1837; -9521 -298 146
974 4306 2581; -12291 -332 113
835 7037 2196; -17093 -371 168
885 4446 2621; -18127 -468 136
1383 3464 3366; -14513 -412 139
1664 4583 2948; -12136 -338 188
1384 2940 3490; -10026 -322 50
1622 3344 2916; -7459 -319 -13
1566 4232 3101; -4391 -301 3
1679 2156 4115; -851 -254 -80
1787 2423 3718; 94 -233 -95
1799 2650 3990; 15 -243 -60
1815 2285 3833; -139 -222 -87
1904 2136 3683; -69 -199 -106
1817 2434 3796; -21 -204 -77
1690 2180 3488; 10 -187 -78
1543 1944 3222; 70 -169 -85
1481 2118 3245; 78 -176 -56
1349 1984 3157; 83 -175 -43
1610 1543 4999; 75 -156 -35
987 2808 3149; -26 -54 14
885 1859 3844; 202 -64 -4
874 1965 3354; 41 -110 2
1354 566 3334; -525 -73 41
2017 756 4137; -2693 -118 82
1878 1637 3172; -5082 -115 68
1466 1273 3588; -5680 -110 53
1235 847 5151; -5803 -199 39
695 912 5643; -7082 -194 21
30 697 4316; -8412 -136 -5
-196 -381 5681; -8994 -182 -15
326 2806 1329; -8567 -250 -17
1074 -776 2606; -5161 -226 -104
1719 -1520 3345; -2048 -222 -126
1982 676 1993; -1618 -214 -24
1812 -1070 3497; -591 -312 -105
1358 -835 3721; 227 -347 -172
1141 690 3318; 750 -306 -117
1000 49 4363; 2525 -301 -207
928 785 3904; 4710 -277 -235
894 -51 4133; 6859 -237 -182
867 -1572 5389; 7729 -226 -107
746 -732 4685; 4356 -248 -77
829 -214 3619; 617 -289 -111
747 232 4057; 56 -328 -87
768 360 3839; 143 -321 -55
800 -503 4183; 157 -312 -83
818 399 4890; -117 -280 9
517 -1 5860; -515 -137 160
141 155 4031; 389 -89 94
402 -770 4403; 429 -114 150
553 -1059 5403; -1801 -209 174
1538 115 3285; -5099 -140 208
1263 -670 4527; -6121 -92 211
521 -1224 6203; -7465 -142 189
546 185 4889; -10112 -157 163
74 368 3298; -13800 -241 113
639 2523 962; -14588 -299 101
1379 167 1108; -10023 -231 62
1462 -3324 1672; -1370 -133 -53
1645 -1998 2272; 394 -165 -36
1216 -2682 2613; 624 -201 -72
1164 -3135 2569; 539 -178 -152
922 -2806 2726; 219 -184 -155
999 -3424 3156; -163 -197 -165
1140 -3373 3487; -17 -186 -179
1120 -3358 3228; 84 -134 -168
1104 -3268 3261; 138 -114 -157
1144 -4053 4380; 176 -94 -158
1542 -4561 3017; 170 -2 -84
764 -3026 4238; 379 64 89
871 -2683 3561; 536 70 57
1044 -3819 2627; 2 76 -37
1305 -3458 2990; -1570 78 60
1836 -2905 2866; -5142 61 214
1352 -4228 4091; -7814 35 243
1284 -5877 5314; -11168 -33 292
1014 -3657 4136; -16210 -94 435
1107 -2040 1106; -19243 -194 485
1880 -27 -761; -17376 -292 347
2257 -974 -1982; -12563 -327 339
2702 -1578 -1679; -7294 -358 410
3069 -853 -1452; -4338 -417 363
2891 -2910 -1712; -1311 -352 254
2689 -3113 -1370; 124 -340 244
2632 -1775 -1182; 951 -398 271
1971 -6135 344; 3070 -311 188
2228 -3806 -626; 1052 -319 198
2025 -3782 -339; -426 -387 235
2225 -3275 -1267; -211 -317 257
2191 -3997 -804; -128 -338 184
2145 -3693 -613; -186 -388 165
2085 -3879 -1409; -112 -343 183
1915 -3898 -882; -136 -369 149
1689 -4410 -787; -85 -412 136
1725 -4431 -2103; -20 -367 136
1391 -3939 -737; -54 -448 145
735 -3038 -381; 22 -493 117
869 -3685 -855; -177 -386 -1
568 -4663 1404; -1681 -445 36
868 -4415 931; -5470 -510 -50
1116 -5519 1481; -9908 -494 -191
1265 167 -1249; -15604 -539 -198
1543 -1077 -1802; -15377 -427 -225
1199 -3063 -2275; -12721 -219 -358
1396 -1075 -1051; -14720 -251 -313
1492 2586 -3714; -16983 -224 -202
1473 2642 -5054; -14286 10 -130
1455 1126 -3611; -7531 135 -127
1577 1252 -3764; -3124 214 -134
1455 655 -4177; -1278 290 -138
1141 715 -4694; -46 345 -124
1145 557 -4643; 419 351 -110
1147 234 -4697; 574 346 -120
1236 -31 -4582; 621 362 -90
1224 112 -4405; 808 339 -71
1423 -278 -3385; 935 313 -68
1528 -188 -3538; 375 308 -54
1304 -173 -3781; 78 305 -12
1274 185 -3597; 187 297 44
1450 -606 -6055; 250 278 40
883 565 -4064; 212 204 38
637 -309 -4660; 227 178 15
691 779 -4740; 288 168 28
510 945 -4089; 288 70 -9
192 -417 -3220; 228 7 -111
226 -625 -2599; 209 10 -104
786 313 -2249; -526 47 -3
1426 -229 -3035; -3561 -46 -141
1424 897 -3179; -5326 -90 -164
1130 1048 -3553; -4809 -38 -74
1111 1157 -3800; -4845 -35 -101
811 1289 -3840; -5101 -83 -123
586 1629 -3426; -5974 -150 -109
393 2066 -4189; -7251 -183 -130
180 2839 -2088; -8422 -233 -132
426 2562 -1713; -9845 -267 -170
815 4678 -3452; -10235 -225 -189
1066 4132 -1498; -7680 -220 -132
1256 3327 -1924; -3824 -137 -128
958 3357 -2440; -2025 -80 -135
683 3672 -2352; -712 -89 -85
466 3897 -2509; 245 -84 -55
503 4037 -2878; 399 -77 -65
592 4299 -2962; 441 -114 -66
836 4526 -3317; 763 -164 -76
775 2808 -3004; 1975 -177 -104
965 3620 -1788; 2284 -233 -21
900 2662 -2557; 1551 -251 -3
788 2957 -3132; 115 -259 -23
818 4255 -1737; 175 -363 75
556 2650 -2773; 236 -336 32
632 3883 -1577; 223 -317 25
277 3719 -1281; 176 -356 51
41 3640 -1926; 17 -311 -50
-454 5140 -1467; -314 -311 -140
-1196 986 -2225; -872 -305 -254
-117 3596 1185; -3180 -330 -247
1757 4576 -2242; -6143 -235 -243
1815 4307 -587; -8253 -222 -503
1308 4357 1613; -9509 -282 -607
1741 4461 752; -12457 -164 -638
1690 5368 566; -14363 -87 -634
2021 5242 1571; -13589 -42 -561
1999 3277 2858; -12115 95 -547
1894 4877 440; -12048 220 -497
1432 3205 3652; -10629 202 -416
1791 3526 1356; -8270 256 -367
2041 2807 2963; -4870 322 -339
2333 3515 2908; -3142 297 -318
2417 2990 3430; -1994 301 -306
2587 3244 3611; -468 303 -294
2514 3209 3478; -11 296 -297
2332 3277 3235; 193 285 -310
2233 3203 3348; 360 266 -313
2113 2607 3012; 365 245 -322
1993 2807 2815; 152 221 -314
2287 2855 3182; 21 176 -305
2454 2648 2914; 49 168 -319
2419 2869 3136; 29 132 -305
2283 3036 3223; 73 92 -290
2175 3104 3769; 161 88 -310
1797 3329 2824; 220 102 -332
1679 3268 3777; 413 66 -346
1049 3019 2408; 459 71 -368
262 2324 2446; 523 71 -387
-56 1730 3488; 315 -2 -379
148 1768 2246; 12 52 -346
950 744 2986; -275 52 -323
1568 354 3833; -1345 -33 -251
1901 1082 3445; -3883 -56 -195
1724 1394 4108; -5920 -66 -179
679 -1564 7422; -8214 -85 -133
474 1738 6864; -13023 -88 -126
-155 2821 5710; -18573 -83 -164
632 1408 4991; -19153 -133 -180
1468 211 2949; -14608 -164 -250
1474 -177 1730; -11815 -115 -218
1280 -298 1145; -8542 -107 -180
1071 -811 1175; -4805 -144 -222
908 -1957 1819; -1819 -184 -261
612 -2310 2452; -218 -206 -241
570 -2361 3085; 249 -243 -232
533 -2504 3551; 437 -275 -232
624 -2429 3763; 545 -270 -197
589 -2372 3546; 647 -240 -169
428 -1816 3365; 678 -241 -160
340 -2261 3031; 563 -248 -167
272 -1334 3010; -60 -253 -157
287 -1606 2560; -32 -218 -173
306 -1750 2385; 90 -219 -204
224 -1359 2723; 42 -272 -197
322 -1364 2326; 8 -270 -205
749 -3225 3590; 89 -267 -217
765 -458 3355; 99 -239 -119
676 -2201 2735; 370 -165 -83
835 -2836 3848; 419 -233 -124
405 965 2632; 282 -187 28
1001 -1396 1161; 79 -131 -22
1718 -3267 2805; -686 -286 -88
1115 -1908 4186; -2492 -301 126
605 -4737 4940; -6823 -232 82
63 -2440 4734; -13189 -323 82
-308 -197 1451; -17053 -438 190
262 -1126 57; -14539 -440 55
512 -2706 650; -9998 -341 34
-231 -1900 255; -7090 -303 90
-430 -1390 -687; -4825 -312 -19
412 -753 338; -2114 -347 -168
924 -3004 -1558; -657 -288 -262
1051 -1952 -794; -217 -277 -256
895 -2686 -344; 85 -349 -288
722 -3455 70; 373 -358 -378
460 -3952 235; 656 -320 -387
460 -3933 430; 843 -296 -358
462 -3835 597; 802 -296 -364
423 -3798 574; 521 -283 -380
418 -3597 550; 70 -236 -368
407 -3534 610; -137 -188 -336
578 -3884 613; 17 -137 -348
612 -4051 591; 54 -104 -367
620 -4053 684; 17 -66 -348
889 -5132 413; -9 -18 -325
688 -5048 1173; 24 4 -245
1044 -5637 356; 244 50 -201
1096 -6120 552; 234 59 -133
670 -4339 1263; 274 49 -3
829 -2380 877; 291 114 44
1508 -4362 -1515; -189 161 -115
1189 -2361 1043; -887 -6 -22
1206 -3760 612; -929 23 73
1377 -4816 -43; -1469 96 -39
546 -4478 397; -1992 -6 -35
-324 -4624 -55; -1390 -18 15
623 -7618 1818; -494 48 114
71 -4201 1439; 956 112 276
894 -6034 521; 1363 105 125
1706 -3157 801; 838 72 123
1733 -2639 -131; 361 69 238
1967 -4005 -517; 207 87 131
1620 -4604 278; 402 15 116
1457 -4113 765; 740 -15 151
1281 -5439 327; 838 8 78
1059 -5251 1137; 929 -18 72
1308 -3081 24; 1437 -31 113
1292 -2979 403; 3700 25 51
1349 -7787 2581; 7028 48 -47
1394 -3503 2121; 5072 54 86
1201 -3728 1031; 532 37 93
1171 -4240 737; 351 67 -17
1072 -3528 1719; 450 20 -16
1070 -3749 1410; 403 32 -53
1286 -7386 2003; 327 54 -132
482 -3353 2226; 371 49 -32
524 -4698 1298; 941 76 -43
370 -5307 2302; 725 35 -214
507 -3020 1705; 302 38 -105
1317 -3499 1458; -145 75 -101
1429 -5049 2041; -501 44 -190
1931 -5067 1767; -1195 46 -135
675 -3015 1631; -1755 28 -108
671 -5227 2577; -1192 12 -182
1830 -4156 1216; 170 94 -216
1317 -4341 648; 583 101 -219
1369 -2861 1188; 200 6 -176
1495 -2110 697; 274 -21 -179
1944 -3704 129; 285 -23 -283
1782 -3115 1155; 319 -114 -279
1752 -4043 927; 493 -151 -283
1771 -4779 1249; 564 -179 -334
1711 -3986 1501; 428 -241 -332
1482 -4571 1538; 236 -264 -363
1574 -4857 2134; 185 -250 -392
1421 -4305 2281; 241 -198 -335
1569 -5022 2096; 383 -130 -358
1471 -5533 2671; 521 -95 -391
1387 -4771 2486; 288 -26 -311
1308 -4691 2207; 122 62 -293
1379 -4884 1803; 80 116 -315
1480 -4240 1772; 2 134 -276
1475 -4767 1072; -55 145 -231
1104 -4642 1504; 55 124 -162
1091 -2591 2342; 217 132 -151
1431 -4555 -41; 45 172 -258
1680 -3055 1870; -405 37 -191
1685 -3047 1571; -762 -16 -119
1412 -3715 1367; -797 32 -199
1447 -4250 2087; -622 -14 -198
1484 -4475 2169; -600 -13 -122
48 -5420 2032; -2011 24 -101
1420 -6721 2675; -3956 41 -50
1189 -490 -259; -6489 -31 5
1312 -3052 -579; -4003 30 -11
1611 -2959 925; -310 59 -53
1292 -2468 1216; 508 29 13
1444 -2595 551; 519 76 -3
1290 -2608 761; 588 74 -46
1170 -2553 1059; 720 32 -77
1148 -2594 555; 618 52 -98
1003 -2756 761; 140 40 -117
991 -2929 751; 23 30 -139
1003 -3226 504; -13 45 -164
952 -3412 625; -34 35 -180
943 -3443 640; -58 28 -184
946 -3562 486; -71 40 -188
919 -3670 559; -89 35 -188
956 -3793 589; -130 28 -183
998 -3978 541; -111 38 -176
1063 -4022 720; -56 35 -164
1097 -4063 724; -34 30 -144
1589 -4802 201; -85 15 -97
1646 -6877 2124; 297 -12 51
1297 -4801 -298; 755 89 140
1370 -4014 3443; 898 34 138
1543 -4042 622; 284 116 97
1418 -3135 533; -312 156 176
744 -2452 1372; -914 82 272
784 -4045 876; -1531 129 215
410 -4576 1079; -2059 135 188
563 -3932 990; -3147 74 213
778 -4315 784; -3962 65 209
885 -3761 39; -5107 51 188
757 -3920 -147; -6318 -30 214
893 -3849 128; -7257 -123 212
771 -1506 -1906; -9053 -182 157
773 -528 -2396; -8099 -227 122
865 -1905 -1656; -4055 -213 90
1133 -2989 -1634; -1245 -156 49
1174 -3448 -2911; -2 -155 46
991 -3470 -1352; -41 -245 21
1174 -4325 -2016; 244 -225 15
984 -3882 -2024; 275 -177 81
951 -4491 -1311; 205 -217 89
979 -4449 -1936; 36 -200 116
870 -4225 -1828; 69 -182 191
817 -4569 -1425; 85 -203 239
785 -4492 -2096; -29 -183 284
414 -3884 -3015; -139 -206 347
36 -3619 -1147; -4 -313 372
-424 -3668 -541; 71 -272 372
-228 -3215 -2059; -494 -159 380
533 -3699 637; -1885 -270 383
1025 -2789 -1322; -4653 -308 317
948 -2536 -2434; -6518 -261 280
521 -2012 -1997; -6943 -360 270
174 -1821 -2874; -6744 -349 238
105 -3075 -3832; -5862 -261 191
-13 -2636 -3262; -5936 -320 204
-33 -852 -2983; -6159 -368 255
456 -846 -4002; -4902 -243 211
891 -943 -3340; -2928 -193 167
764 -1627 -2613; -1071 -182 197
870 -828 -3501; -34 -93 232
563 -1971 -3446; 174 -41 170
476 -2004 -4139; 274 -10 160
595 -1889 -3863; 483 15 226
593 -1822 -3627; 363 30 202
663 -2015 -3942; -65 54 161
641 -1858 -3873; -212 47 184
574 -1770 -3415; -117 24 202
577 -2105 -3701; -117 47 160
503 -1878 -3747; -154 63 157
296 -2265 -4194; -87 39 182
431 -2268 -4701; 142 -3 196
259 -2734 -4255; 398 -67 196
237 -2498 -4440; 522 -76 223
-17 -1978 -4119; 253 -138 234
-589 -3114 -1781; -168 -214 221
-131 -1623 -3648; -613 -125 280
294 -1721 -2367; -1047 -176 270
32 -1879 -2105; -1552 -234 249
-138 -310 -4278; -2580 -148 286
117 -457 -4344; -3474 -214 260
395 -1256 -4678; -3405 -296 194
240 -1607 -5463; -2354 -244 237
137 -1408 -5545; -1018 -210 287
652 -2258 -3867; -307 -206 224
891 -1177 -4331; -626 -148 187
1066 -278 -4611; -757 -71 195
739 -703 -3562; -165 -65 126
771 -977 -4574; 323 43 58
794 -1616 -4629; 659 144 0
298 -1259 -4682; 724 151 -55
413 -1661 -4574; 793 191 -110
496 -1208 -3615; 619 191 -160
343 -592 -3828; 400 200 -197
577 -826 -3686; 616 206 -239
514 -849 -3347; 933 192 -239
472 -1323 -2510; 866 166 -259
418 -1385 -2945; 468 174 -257
277 -1249 -3135; 80 164 -228
210 -1017 -3508; -94 154 -210
156 -943 -4163; -123 185 -200
82 -1082 -4196; -67 186 -189
341 -960 -5533; 3 168 -182
489 -1725 -6434; -55 106 -190
-133 -1341 -4254; 42 -30 -169
143 -253 -5796; 814 36 -129
-255 -4177 -1323; 545 -75 -222
-252 -265 -2204; -98 -61 -103
705 -1147 -3646; -81 89 -45
713 -1692 -3260; -494 -13 -153
146 -1186 -4486; -586 1 -46
-336 -2807 -4703; -272 51 -18
-821 -339 -4155; -833 -10 5
-56 -1894 -3614; -593 42 11
706 -1689 -3609; 595 213 37
1089 -439 -3311; 187 190 94
1371 -674 -3415; -21 196 35
1816 -508 -3285; 69 261 11
1570 -682 -4896; -119 320 -28
980 -1250 -5046; 139 294 -65
819 -1792 -4605; 752 266 -61
800 -2688 -3464; 1049 272 -77
