-929 -744 -3881; 191 -231 -75
11 -492 -3998; 321 -214 -135
-75 -470 -3969; 426 -201 -119
-144 -529 -3941; 545 -187 -109
-219 -576 -3945; 617 -174 -98
-269 -602 -3931; 628 -165 -89
-296 -605 -3981; 603 -157 -80
-285 -571 -4009; 574 -152 -72
-204 -574 -4047; 563 -146 -68
-165 -611 -4036; 585 -141 -65
-140 -691 -4025; 631 -138 -60
-176 -841 -3951; 672 -132 -57
-252 -952 -3882; 679 -123 -52
-320 -1030 -3824; 638 -115 -45
-341 -999 -3815; 551 -104 -40
-342 -943 -3891; 448 -91 -34
-322 -908 -3967; 354 -80 -33
-283 -880 -3971; 277 -71 -32
-125 -958 -3749; 227 -63 -29
-116 -872 -3693; 109 -52 -27
-210 -869 -3839; -117 -42 -32
-310 -817 -3961; -320 -40 -33
-368 -793 -4188; -458 -37 -34
-381 -828 -4299; -515 -39 -37
-359 -709 -4341; -492 -51 -33
-376 -730 -4230; -436 -62 -31
-302 -643 -4091; -406 -72 -30
-230 -739 -4031; -333 -81 -25
-286 -978 -4009; -182 -87 -14
-366 -865 -4278; -153 -94 1
-373 -592 -4323; -192 -107 12
-300 -287 -4133; -202 -120 22
-288 -218 -4107; -184 -126 30
-290 -161 -4000; -66 -131 33
-211 -210 -4021; 98 -127 33
-174 -328 -4080; 215 -118 31
-155 -473 -4057; 242 -112 28
-172 -610 -4045; 163 -104 25
-199 -727 -3987; -4 -95 21
-231 -646 -4000; -193 -87 20
-223 -566 -3995; -339 -77 16
-231 -502 -4012; -440 -69 5
-194 -367 -4049; -493 -62 -3
-173 -309 -4144; -513 -57 -14
-165 -259 -4155; -508 -56 -28
-133 -236 -4161; -465 -59 -40
-140 -259 -4074; -382 -63 -50
-128 -298 -4048; -283 -67 -60
-83 -318 -4054; -189 -66 -65
-72 -336 -4084; -109 -68 -69
-69 -363 -4076; -35 -69 -68
-88 -408 -4033; 33 -66 -64
-102 -439 -3970; 77 -62 -59
-127 -433 -3959; 94 -52 -52
-103 -385 -3984; 97 -43 -44
-75 -344 -4008; 111 -33 -36
-71 -352 -3975; 156 -24 -26
-101 -402 -3972; 226 -13 -17
-131 -462 -4015; 311 0 -7
-154 -522 -4012; 425 10 4
-184 -596 -3970; 548 20 18
-178 -692 -3973; 655 30 33
-180 -729 -3965; 742 39 49
-159 -810 -3959; 790 47 64
-136 -817 -3968; 790 55 85
-62 -836 -3938; 745 59 101
-14 -833 -3983; 654 64 116
-1 -835 -4042; 552 65 130
-64 -924 -4079; 447 62 142
-113 -916 -4056; 336 57 153
-163 -907 -4033; 178 47 162
-174 -848 -4028; -8 40 167
-172 -755 -4111; -186 27 170
-195 -698 -4214; -337 11 169
-264 -637 -4254; -420 -3 166
-312 -540 -4311; -413 -17 161
-408 -562 -4071; -340 -30 155
-498 -558 -3901; -259 -37 147
-517 -400 -3899; -191 -34 140
-488 -402 -3887; -171 -33 128
-411 -241 -4022; -184 -26 118
-323 -199 -4071; -221 -19 103
-296 -276 -4099; -278 -14 84
-230 -251 -4117; -357 -8 72
-169 -251 -4104; -486 -4 56
-141 -229 -4102; -650 -3 37
-88 -191 -4077; -758 4 25
-86 -263 -3963; -769 11 11
-93 -278 -3945; -779 20 0
-101 -250 -4001; -867 30 -8
-148 -216 -4030; -1002 38 -16
-172 -209 -3958; -1141 47 -15
-200 -184 -3967; -1271 56 -15
-123 -99 -4063; -1352 64 -12
-143 186 -4339; -1315 72 -4
-170 308 -4374; -1220 68 -1
-191 396 -4362; -1143 67 3
-248 322 -4220; -1074 58 5
-206 173 -4124; -1002 47 9
-148 135 -4104; -947 40 20
-130 232 -4087; -965 30 30
-19 433 -4135; -1051 18 40
-32 637 -4172; -1080 15 50
-7 652 -4096; -1009 9 62
73 654 -4001; -901 10 65
39 567 -3896; -831 18 68
-130 540 -3891; -814 23 75
-96 554 -3921; -824 30 82
17 640 -4008; -842 40 89
47 703 -3973; -850 47 94
10 769 -3926; -853 54 99
14 848 -3915; -876 56 99
-23 913 -3929; -882 58 98
9 973 -3971; -855 60 94
-21 996 -3974; -796 59 88
-25 1079 -3959; -744 55 83
-37 1154 -4064; -690 50 76
-32 1326 -4154; -607 44 65
-22 1373 -4172; -496 35 54
-24 1348 -4063; -370 25 41
-56 1273 -3939; -274 18 29
-74 1176 -3870; -229 13 19
-51 1179 -3857; -244 10 12
-33 1189 -3911; -300 8 5
-4 1255 -3938; -354 9 3
7 1252 -3921; -372 8 -1
3 1276 -3910; -356 10 -3
24 1272 -3937; -317 11 -4
39 1243 -3889; -262 13 -7
-14 1272 -3945; -232 13 -8
18 1346 -3980; -247 8 -13
123 1414 -4045; -278 4 -21
176 1543 -4022; -276 -5 -24
119 1489 -4018; -240 -17 -36
68 1501 -4030; -195 -27 -46
43 1474 -4078; -188 -40 -58
-98 1415 -4018; -222 -54 -70
70 1366 -3933; -313 -68 -82
137 1436 -3881; -455 -79 -88
148 1416 -3689; -574 -88 -92
106 1443 -3676; -639 -90 -97
222 1511 -3703; -676 -86 -99
202 1557 -3700; -692 -79 -102
141 1507 -3680; -688 -72 -99
80 1486 -3754; -663 -61 -99
40 1526 -3815; -627 -50 -95
51 1622 -3837; -604 -45 -88
51 1706 -3867; -614 -40 -84
34 1764 -3811; -648 -39 -78
17 1718 -3723; -670 -39 -73
-39 1754 -3684; -683 -36 -65
26 1742 -3601; -708 -33 -53
143 1748 -3661; -723 -28 -43
120 1822 -3641; -672 -24 -26
87 1786 -3589; -561 -22 -11
64 1753 -3589; -453 -16 3
102 1884 -3672; -355 -12 16
133 2053 -3622; -280 -13 35
143 2079 -3653; -228 -15 44
142 2080 -3683; -217 -8 45
141 2025 -3715; -225 -7 50
150 1989 -3742; -234 -9 52
156 1977 -3714; -244 -10 56
130 1959 -3661; -257 -13 61
130 1949 -3616; -258 -13 65
148 1924 -3548; -249 -14 68
144 1973 -3533; -249 -17 72
150 2040 -3540; -268 -16 73
161 2132 -3593; -279 -20 72
84 2167 -3582; -250 -26 67
157 2179 -3557; -196 -29 61
175 2196 -3532; -155 -33 56
154 2215 -3520; -140 -38 48
155 2272 -3557; -152 -42 41
126 2233 -3577; -168 -44 33
107 2210 -3538; -186 -47 26
109 2166 -3529; -215 -50 21
141 2179 -3493; -238 -50 20
152 2179 -3455; -235 -47 20
150 2190 -3436; -195 -44 22
111 2235 -3442; -135 -40 25
105 2234 -3437; -69 -37 27
85 2217 -3417; -4 -32 27
130 2250 -3414; 25 -28 26
167 2265 -3421; -2 -23 26
167 2340 -3445; -91 -22 25
177 2374 -3490; -195 -20 20
133 2371 -3477; -224 -16 14
143 2347 -3431; -180 -12 8
188 2267 -3436; -105 -8 3
255 2247 -3411; -58 -6 0
262 2241 -3442; -55 -2 -1
286 2264 -3458; -53 0 -1
287 2356 -3530; -52 1 -1
352 2439 -3572; -52 -2 -3
392 2480 -3577; -47 -4 -5
389 2470 -3550; -21 -9 -9
382 2492 -3526; 20 -14 -13
351 2441 -3549; 62 -17 -18
304 2426 -3521; 79 -20 -24
185 2459 -3438; 37 -25 -25
-45 2512 -3358; -50 -25 -28
-572 2413 -3193; -113 -22 -25
-1239 2021 -2988; -126 -2 -19
-1818 1576 -2813; -174 36 3
-2690 525 -2323; -520 82 50
-3729 629 -2094; -1305 144 132
-4736 1046 -3002; -2326 227 177
-5033 2753 -3789; -2955 261 287
-4916 4257 -4507; -2389 249 447
-4630 4729 -3983; -595 244 557
-2386 4510 -4072; 1400 288 529
-89 3824 -4239; 2447 341 421
1729 3386 -4283; 2639 309 371
3622 3239 -4193; 2465 174 386
3086 4084 -2550; 2116 -76 375
4043 3219 -2271; 2423 -68 108
3669 1523 -1978; 3020 8 0
3760 1705 -2199; 3763 -6 -45
2922 1809 -3167; 4605 63 -274
6656 -2978 -5862; 5139 151 -634
3396 -986 -2229; 4835 -245 -640
4844 -422 -3597; 4197 -207 -140
4466 823 -3566; 3526 -156 154
4116 808 -3159; 3076 -292 4
3723 844 -3159; 2930 -158 -185
1239 -20 -3889; 2273 -35 -355
-308 489 -4100; 881 -47 -360
-770 628 -3868; 494 -63 -191
-1130 986 -3749; 377 -58 -128
-1261 816 -3802; 386 -5 -223
-1093 537 -3977; 515 51 -374
-296 220 -4067; 592 49 -408
178 226 -4020; 527 -22 -323
399 273 -4056; 338 -57 -321
499 67 -4088; 111 -81 -332
609 125 -4008; -111 -104 -320
704 46 -4066; -324 -118 -296
795 -67 -4148; -464 -116 -268
791 -30 -4107; -499 -108 -220
762 -175 -4054; -459 -86 -162
726 -301 -4026; -359 -58 -101
748 -264 -4106; -171 -26 -29
756 -136 -4142; 80 4 44
650 125 -4066; 297 21 106
614 415 -4072; 428 33 154
517 658 -4108; 494 34 185
424 574 -4114; 535 20 201
365 650 -4195; 505 0 205
344 585 -4350; 394 -31 200
360 546 -4517; 284 -72 183
359 525 -4613; 217 -115 169
375 442 -4556; 209 -158 149
374 424 -4434; 231 -196 125
403 406 -4280; 254 -227 103
511 393 -4119; 263 -245 78
578 340 -4040; 263 -252 49
536 537 -3946; 261 -250 23
462 579 -3915; 238 -237 -3
365 649 -3915; 184 -218 -33
227 692 -3879; 75 -197 -61
181 574 -3924; -31 -173 -90
182 407 -3918; -67 -144 -110
226 291 -3949; -28 -119 -119
260 281 -4017; 48 -99 -122
274 328 -4107; 137 -84 -121
293 462 -4216; 269 -77 -118
308 538 -4308; 436 -76 -116
280 571 -4408; 595 -82 -115
286 589 -4353; 709 -96 -116
379 455 -4325; 707 -113 -123
389 194 -4211; 624 -130 -132
320 -84 -4184; 612 -144 -135
344 -5 -4092; 742 -149 -125
408 468 -4045; 908 -149 -117
430 98 -4124; 1035 -142 -127
506 298 -4087; 1137 -138 -120
569 101 -4060; 1227 -124 -123
511 -152 -3814; 1279 -114 -131
447 -172 -3690; 1349 -95 -119
416 -305 -3721; 1456 -70 -117
330 -380 -3710; 1540 -50 -113
264 -419 -3761; 1605 -34 -104
253 -501 -3907; 1681 -16 -97
266 -621 -3914; 1716 -8 -94
342 -865 -4076; 1690 -6 -89
395 -933 -4217; 1616 -19 -83
667 -578 -3732; 1526 -36 -93
1702 -3696 -2175; 1434 -120 -439
-882 -1349 -5096; 1299 -204 -277
83 -945 -4414; 1252 -8 13
28 -1949 -4059; 1144 -150 -96
379 -1801 -3281; 596 -211 -60
377 -1321 -3321; -46 -116 1
382 -1625 -3470; -556 33 -1
430 -761 -3861; -1120 63 -44
915 -630 -4396; -1344 25 -79
1334 -549 -4221; -1322 -35 -46
507 -493 -4563; -1255 -54 -82
483 -1042 -4076; -1263 -82 -66
232 -943 -3683; -2045 -96 -80
357 -138 -4073; -3484 -119 -135
188 -198 -4087; -3413 -151 -127
315 -139 -4053; -2825 -169 -116
301 -63 -4227; -2610 -197 -105
344 129 -4245; -2423 -203 -110
282 294 -4207; -2100 -149 -114
237 351 -4162; -1861 -103 -92
0 840 -3838; -1689 -72 -54
300 1783 -3747; -1829 -39 -15
183 653 -3869; -2118 22 -13
202 912 -3364; -2199 -105 164
-18 570 -3607; -2454 -270 225
548 1236 -4408; -2884 -214 103
638 685 -4319; -2175 -192 17
-184 433 -4174; -606 -115 -52
-399 384 -3934; 105 -59 -129
31 -368 -3700; -137 -23 -237
529 1205 -4106; -755 -15 -126
950 1278 -3944; -1169 -95 7
912 1464 -4046; -1203 -113 40
604 2037 -4058; -1157 -122 75
321 2123 -3886; -930 -135 66
295 2131 -3867; -522 -130 24
429 1852 -3762; -12 -117 -30
525 1529 -3705; 371 -95 -58
378 1203 -3727; 439 -69 -91
457 974 -3740; 370 -66 -97
177 871 -3831; 301 -59 -93
128 981 -3990; 282 -63 -97
151 1067 -4079; 206 -60 -102
212 1297 -4088; 95 -65 -98
260 1435 -4051; 50 -70 -93
317 1396 -3944; 113 -69 -98
389 1361 -3847; 229 -69 -93
418 1360 -3783; 302 -75 -82
421 1296 -3829; 313 -75 -84
372 1220 -3901; 309 -66 -99
316 1132 -4001; 307 -58 -104
279 1060 -4020; 249 -64 -89
251 1044 -4057; 136 -74 -74
261 1044 -4045; 11 -81 -67
297 1110 -3947; -102 -88 -57
348 1175 -3899; -183 -91 -52
375 1302 -3813; -230 -93 -45
366 1419 -3840; -248 -89 -44
314 1466 -3899; -222 -84 -51
359 1477 -3912; -111 -75 -56
370 1423 -3915; 60 -70 -59
378 1306 -3860; 179 -71 -63
367 1193 -3847; 197 -69 -66
346 1209 -3925; 154 -65 -69
303 1271 -3965; 116 -61 -73
285 1325 -4010; 106 -62 -82
272 1285 -3997; 121 -62 -89
315 1231 -3983; 138 -69 -85
362 1210 -3985; 138 -74 -78
367 1235 -3925; 133 -82 -70
346 1237 -3904; 111 -86 -69
337 1243 -3944; 67 -88 -68
331 1259 -3946; 44 -88 -67
311 1304 -3934; 71 -85 -68
286 1308 -3912; 120 -79 -71
256 1274 -3934; 164 -75 -72
278 1165 -3891; 188 -72 -73
319 1052 -3889; 176 -69 -71
336 1040 -3915; 123 -67 -64
330 1065 -3911; 42 -68 -55
305 1076 -3940; -43 -68 -49
263 1102 -3962; -131 -70 -36
259 1254 -3969; -219 -77 -22
282 1351 -3937; -245 -73 -25
307 1402 -3928; -202 -68 -33
323 1432 -3932; -131 -68 -38
300 1386 -3932; -57 -68 -44
298 1337 -3942; 10 -66 -51
269 1275 -3937; 58 -67 -53
294 1236 -3920; 60 -70 -56
311 1208 -3932; 32 -71 -57
297 1250 -3912; 8 -74 -56
273 1294 -3891; 2 -73 -59
256 1330 -3908; 7 -72 -64
246 1308 -3906; 16 -73 -65
286 1349 -3906; 28 -73 -66
310 1343 -3920; 52 -68 -70
326 1351 -3939; 94 -64 -71
303 1346 -3929; 144 -60 -69
295 1316 -3927; 188 -58 -69
293 1313 -3890; 221 -52 -69
286 1319 -3904; 249 -43 -75
261 1308 -3950; 291 -36 -80
269 1254 -3940; 338 -32 -83
280 1231 -3952; 382 -28 -85
304 1208 -3976; 405 -29 -86
315 1143 -3962; 407 -32 -86
331 1107 -3923; 395 -35 -82
347 1135 -3972; 334 -44 -72
307 1143 -3962; 268 -52 -70
273 1178 -3995; 260 -57 -70
293 1177 -4044; 296 -60 -73
315 1121 -4028; 336 -64 -76
335 1066 -4018; 337 -68 -73
345 1014 -3982; 305 -69 -71
326 1025 -3993; 284 -70 -68
276 1051 -4001; 297 -71 -66
299 1081 -4004; 324 -72 -65
311 1008 -3938; 367 -71 -64
321 1036 -3931; 348 -65 -55
319 1013 -3913; 303 -60 -51
338 1019 -3951; 284 -56 -56
314 997 -3987; 297 -54 -59
289 962 -3998; 330 -54 -57
276 916 -3992; 347 -53 -53
283 945 -4006; 313 -51 -53
289 954 -4031; 259 -55 -63
304 962 -4062; 247 -63 -73
354 908 -4054; 262 -70 -78
463 731 -4039; 301 -102 -102
201 909 -3935; 312 -99 -63
211 957 -4149; 188 -31 -29
257 894 -4063; 150 -55 -53
557 914 -4113; 132 -79 -59
421 839 -3829; 155 -29 -55
297 912 -4049; 163 -36 -44
142 912 -4038; 124 -86 -56
320 873 -3861; 125 -76 -48
319 759 -4421; 117 -100 -63
301 893 -4085; 312 -229 -122
215 1341 -3972; 304 -127 -57
287 896 -3757; 425 -10 -115
405 765 -3843; 345 59 -95
314 818 -3995; 199 6 -68
300 770 -4025; 184 -30 -61
306 691 -4056; 168 -37 -62
382 655 -4035; 104 -29 -49
408 809 -4058; 24 -34 -37
357 922 -4078; 12 -47 -68
295 911 -4190; 75 -76 -95
234 867 -4189; 192 -112 -114
225 774 -4171; 302 -120 -135
179 861 -4094; 362 -84 -137
192 930 -4045; 442 -68 -161
250 855 -3988; 496 -78 -191
316 629 -3950; 490 -83 -204
312 547 -3941; 430 -66 -167
371 632 -3969; 393 -39 -147
306 702 -4024; 455 -37 -159
-699 1213 -4358; 540 -51 -182
519 791 -3862; 713 -21 -312
534 136 -3997; 653 -26 -190
385 192 -3828; 371 -12 -48
-46 511 -4031; 27 18 -61
-7304 1044 -4999; -206 93 -158
1777 -1152 -3774; -61 13 -464
-375 -77 -4773; -445 -243 76
121 -107 -4108; -740 -183 244
417 558 -3792; -640 -68 69
614 1317 -3754; -728 -58 -90
538 1499 -3767; -509 -75 -94
624 960 -3846; -105 -65 -38
402 629 -4040; 59 -40 20
205 608 -4190; 27 -36 49
229 747 -4428; 44 -60 62
293 684 -4358; 212 -87 76
231 723 -4234; 446 -111 69
121 797 -3983; 551 -83 12
115 792 -3989; 545 -65 -25
111 826 -4065; 404 -68 -36
190 924 -4085; 317 -63 -76
113 886 -4082; 381 -36 -138
32 677 -3994; 512 -34 -185
44 444 -3894; 563 -19 -212
278 366 -3885; 424 42 -253
224 217 -4048; 224 67 -250
451 137 -4007; 18 63 -196
246 35 -4264; -209 66 -76
166 66 -4312; -414 57 -3
365 297 -4431; -605 10 37
-125 545 -4376; -745 -46 36
-103 924 -4535; -816 -99 87
714 514 -4047; -984 -182 181
1051 1163 -4250; -1317 -180 249
606 964 -3953; -1307 -167 178
502 1338 -3901; -1120 -177 39
206 1533 -3908; -1027 -184 71
504 1493 -3957; -930 -160 -5
460 2704 -5360; -766 -151 -81
388 2014 -4517; 503 -179 -121
405 1496 -4105; 2719 -149 -100
240 994 -3667; 3994 -116 -123
243 155 -3334; 4320 -70 -217
81 314 -3337; 4147 -77 -214
-320 183 -3370; 3610 -66 -172
-24 -106 -3604; 3096 -59 -194
96 -364 -3823; 2568 -32 -186
162 -198 -4102; 1940 -26 -172
234 -337 -4234; 1614 -23 -168
265 -420 -4273; 1552 -21 -171
314 -519 -4211; 1548 -25 -162
325 -631 -4124; 1537 -28 -157
300 -682 -4075; 1499 -33 -149
299 -742 -4026; 1436 -41 -138
286 -836 -4020; 1358 -48 -130
289 -906 -4044; 1280 -55 -121
311 -970 -4041; 1214 -64 -111
307 -1018 -4032; 1153 -71 -103
294 -1058 -4037; 1090 -74 -95
288 -1084 -3982; 1019 -79 -90
297 -1095 -3912; 943 -79 -84
282 -1111 -3835; 864 -80 -81
301 -1100 -3786; 790 -76 -77
297 -1130 -3771; 716 -73 -77
293 -1163 -3794; 636 -68 -77
313 -1204 -3835; 559 -66 -75
308 -1235 -3894; 487 -62 -73
325 -1252 -3928; 419 -66 -72
342 -1272 -3968; 360 -66 -71
342 -1259 -3988; 306 -72 -66
346 -1260 -3978; 251 -78 -66
307 -1255 -3981; 203 -86 -62
316 -1254 -3990; 159 -94 -61
321 -1255 -4006; 127 -104 -57
312 -1234 -4032; 102 -115 -56
294 -1240 -4041; 79 -126 -52
280 -1233 -4012; 59 -133 -50
236 -1227 -4007; 51 -142 -46
246 -1204 -3974; 55 -145 -42
252 -1193 -3946; 85 -150 -40
277 -1178 -3896; 147 -147 -38
298 -1172 -3862; 232 -146 -36
338 -1173 -3847; 331 -143 -36
355 -1165 -3847; 426 -138 -36
414 -1202 -3871; 501 -134 -41
434 -1227 -3935; 546 -134 -47
462 -1266 -3981; 564 -136 -52
483 -1292 -4019; 549 -138 -60
446 -1328 -4014; 507 -144 -67
417 -1339 -3993; 446 -150 -76
357 -1361 -3944; 394 -157 -84
302 -1376 -3863; 376 -162 -93
228 -1385 -3801; 398 -165 -100
193 -1370 -3720; 452 -168 -107
145 -1378 -3670; 514 -169 -117
120 -1396 -3677; 564 -170 -125
69 -1445 -3699; 592 -174 -134
66 -1512 -3759; 598 -177 -142
76 -1578 -3838; 590 -188 -151
86 -1611 -3855; 568 -196 -158
95 -1654 -3826; 546 -208 -163
103 -1678 -3797; 531 -214 -168
80 -1697 -3725; 533 -222 -172
81 -1712 -3670; 543 -223 -174
35 -1727 -3600; 569 -222 -174
51 -1739 -3533; 608 -213 -174
80 -1778 -3447; 654 -205 -173
115 -1775 -3392; 699 -191 -173
143 -1833 -3371; 739 -178 -171
152 -1860 -3373; 770 -164 -170
